sdss_name,sdss_ra,sdss_dec,sdss_z,sdss_source_z,sdss_zwarning,z_reliable_flag,FIRST,match_tier_first,Fpeak_first,Fint_first,Rms_first,NVSS,match_tier_nvss,S1.4_nvss,e_S1.4_nvss,GLEAM,match_tier_gleam,Fpwide_gleam,e_Fpwide_gleam,Fintwide_gleam,e_Fintwide_gleam,RACS-DR1,match_tier_racs,Fpk_racs,e_Fpk_racs,Ftot_racs,e_Ftot_racs,match_tier_flag,match_tier_mark,sep_first,sep_nvss,sep_racs,sep_gleam,resolve_gleam,sdss_name,Sample,Note1,Note2,first_code,nvss_code,racs_code,gleam_code
080749.05+451550.3,121.95439230262284,45.26398737543492,3.191,VI,0,1,J080749.0+451550,1,146.03,150.1,0.134,080749+451549,1,155.3,4.7,,,,,,,,,,,,,1100,1100,0.269,0.777,,,,080749.05+451550.3,good,,,U,U,ND,ND
080824.14+085500.4,122.10062377672912,8.916792601437109,3.385,VI,0,1,,,,,,,,,,J080824+085510,3,0.052515,0.010002,0.059791,0.0150404,,,,,,,0001,0003,,,,10.227,1.138,080824.14+085500.4,cand B,can be mix or radio dominate,,ND,ND,ND,Eoff
080831.73+111110.6,122.13221903301684,11.18628370019429,3.465,VI,0,1,,,,,,,,,,J080836+111033,3,0.078977,0.011211,0.095211,0.0168823,,,,,,,0001,0003,,,,75.722,1.205,080831.73+111110.6,rejected B,cp,,ND,ND,ND,SEcp
080832.78+130603.1,122.13661736596764,13.100876964364543,3.234,VI,0,1,,,,,,,,,,J080835+130707,3,0.127613,0.011741,0.151129,0.0162735,,,,,,,0001,0003,,,,73.045,1.184,080832.78+130603.1,rejected B,cp or radio,,ND,ND,ND,Ucp
080943.79+034724.0,122.43247106465203,3.790005157196647,3.127,VI,0,1,,,,,,,,,,,,,,,,J080943.1+034725,1,3.088,0.486,4.09,1.029,0010,0010,,,10.091,,,080943.79+034724.0,cand B,,can be radio ,ND,ND,Uoff,ND
081009.95+384757.1,122.54147186643844,38.799195786555664,3.94,VI,0,1,J081009.9+384756,1,26.68,27.16,0.141,081009+384757,1,31.7,1,,,,,,,,,,,,,1100,1100,0.228,0.311,,,,081009.95+384757.1,good,,,U,U,ND,ND
081020.92+340920.1,122.58719992234845,34.15558573620219,3.761,VI,0,1,J081020.9+340920,1,2.57,1.78,0.152,,,,,,,,,,,,,,,,,1000,1000,0.564,,,,,081020.92+340920.1,good,,,U,ND,ND,ND
081035.80+264714.0,122.6491679577432,26.787224762053444,3.345,VI,0,1,J081035.8+264713,1,20.16,20.59,0.134,081035+264712,3,18.1,0.7,,,,,,,J081035.7+264713,1,12.909,0.364,13.543,0.652,1110,1310,0.184,2.169,0.731,,,081035.80+264714.0,good,,,U,U,U,ND
081052.13+181732.6,122.71721231559737,18.292394523958947,3.709,VI,0,1,J081052.0+181732,1,2.35,2.57,0.141,081052+181732,3,3.5,0.4,,,,,,,J081052.0+181731,1,4.331,0.269,4.5,0.479,1110,1310,0.581,0.441,1.423,,,081052.13+181732.6,good,,,U,U,U,ND
081055.48+445631.5,122.73117383530308,44.942094927576406,3.206,PIPE,0,2,,,,,,081056+445643,3,2.2,0.4,,,,,,,,,,,,,0100,0300,,13.289,,,,081055.48+445631.5,cand C,domninated by mix,,ND,Uoff,ND,ND
081111.04+263130.9,122.79603703047653,26.52525135318906,6.277,PIPE,4,3,J081111.0+263130,1,1.82,1.3,0.143,081111+263129,3,3.3,0.6,,,,,,,J081111.0+263130,1,2.297,0.297,2.235,0.508,1110,1310,0.188,2.558,0.766,,,081111.04+263130.9,rejected A,redshift unreliable,,,,,
081126.79+464502.6,122.86162965917212,46.75073434875447,3.143,VI,0,1,J081126.8+464502,1,1.93,3.31,0.13,,,,,,,,,,,,,,,,,1000,1000,0.279,,,,,081126.79+464502.6,good,,,U,ND,ND,ND
081224.37+442217.2,123.1015693940475,44.371448548883635,3.469,VI,0,1,J081224.3+442217,1,30.5,31.24,0.128,081224+442217,1,33.1,1.1,,,,,,,,,,,,,1100,1100,0.159,1.098,,,,081224.37+442217.2,good,,,U,U,ND,ND
081245.18+315536.3,123.18825105511208,31.92676431119791,3.967,VI,0,1,J081245.1+315536,1,10.67,10.94,0.14,081244+315536,3,12.8,1,,,,,,,,,,,,,1100,1300,0.174,7.405,,,,081245.18+315536.3,good B,,2 affected by cp and radio,U,SEaf,ND,ND
081245.24+114259.2,123.18851915561424,11.71645925910369,3.156,VI,0,1,J081245.2+114259,1,2.33,2.62,0.148,081245+114317,3,3.7,0.5,,,,,,,J081245.0+114304,3,4.164,0.455,6.874,1.129,1110,1330,0.1,17.78,5.927,,,081245.24+114259.2,cand B,23 affected by cp,2 offset,U,Eoff,SEaf,ND
081302.69+490041.5,123.26124503016558,49.01152938922456,3.008,VI,0,1,J081302.7+490041,1,1.36,0.8,0.148,,,,,,,,,,,,,,,,,1000,1000,0.065,,,,,081302.69+490041.5,good,,,U,ND,ND,ND
081310.80+131629.3,123.29502852048007,13.274831097302815,3.266,VI,0,1,J081310.8+131629,1,70.12,71.23,0.136,081310+131629,1,75.7,2.3,J081311+131627,3,0.062609,0.011852,0.054161,0.013045,J081310.6+131629,1,70.587,0.649,74.43,1.165,1111,1113,0.151,0.178,1.799,5.244,0.865,081310.80+131629.3,good,,,U,U,U,U
081333.32+350810.7,123.3888551467278,35.13632708415961,4.92,VI,0,1,J081333.2+350811,1,20.04,37.45,0.156,081333+350812,1,35.6,1.1,,,,,,,,,,,,,1100,1100,1.503,3.198,,,,081333.32+350810.7,good,RG?,,CJ,U,ND,ND
081420.95+340652.5,123.58730543507316,34.11459307788632,3.943,VI,0,1,J081420.9+340653,1,3.34,4.25,0.137,081420+340650,3,3.8,0.5,,,,,,,,,,,,,1100,1300,0.9,3.963,,,,081420.95+340652.5,good B,,2 affected by cp,SE,SEaf,ND,ND
081453.44+195018.6,123.72270502440884,19.838504641745992,3.138,VI,0,1,J081453.4+195018,1,4.19,4.45,0.138,081453+195014,3,4.7,0.5,,,,,,,J081453.5+195017,1,2.756,0.308,2.41,0.488,1110,1310,0.087,4.095,1.648,,,081453.44+195018.6,good,,,U,U,U,ND
081522.01+260914.4,123.84174678439123,26.154001414817273,3.027,PIPE,0,2,,,,,,,,,,J081515+261001,3,0.110731,0.019687,0.127644,0.0287379,,,,,,,0001,0003,,,,100.197,1.153,081522.01+260914.4,rejected B,cp,,ND,ND,ND,Ucp
081523.99+161716.2,123.84999077952784,16.287855272145325,3.574,VI,0,1,J081523.9+161716,1,2.24,2.97,0.142,081524+161723,3,3,0.4,,,,,,,J081523.9+161716,1,1.941,0.348,1.554,0.521,1110,1310,0.424,7.413,0.384,,,081523.99+161716.2,good,,,U,SE,U,ND
081546.27+222238.6,123.9427994425148,22.377412282891825,3.2,VI,0,1,J081546.2+222239,1,4.71,4.66,0.146,081546+222239,3,5.3,0.4,,,,,,,J081546.4+222239,1,6.625,0.996,7.516,1.892,1110,1310,0.542,4.881,2.692,,,081546.27+222238.6,good,,,U,U,U,ND
081553.19+063858.4,123.97162856024092,6.649569791341096,3.419,VI,0,1,J081553.1+063858,1,23.92,24.92,0.149,081553+063849,1,25,1.2,J081553+063857,3,0.119737,0.011085,0.132621,0.0144098,J081553.1+063858,1,35.746,0.384,36.721,0.677,1111,1113,0.074,12.616,1.429,1.434,1.107,081553.19+063858.4,good B,,unknow offset 2,U,Uaf,U,U
081555.02+465321.4,123.9792549626464,46.889282283685766,3.284,VI,0,1,J081554.9+465321,1,2.97,3.73,0.137,081554+465314,1,3.7,0.4,,,,,,,,,,,,,1100,1100,0.42,8.004,,,,081555.02+465321.4,good B,,2 affected by radio?,U,Uaf,ND,ND
081558.30+100729.7,123.99295744898129,10.124932688587643,3.366,PIPE,0,2,J081558.3+100729,1,13.34,14.34,0.149,081558+100728,1,17.9,0.7,,,,,,,J081558.2+100730,1,12.247,0.34,12.952,0.611,1110,1110,0.099,3.79,1.648,,,081558.30+100729.7,cand A,,,U,U,U,ND
081618.99+482328.4,124.07916376702224,48.391235271286874,3.576,VI,0,1,J081618.9+482328,1,68.62,68.36,1.311,081619+482328,1,63.9,2,,,,,,,,,,,,,1100,1100,0.159,0.59,,,,081618.99+482328.4,good,,,U,U,ND,ND
081624.08+323141.5,124.10036817895562,32.52820413993286,5.955,PIPE,4,3,J081624.0+323142,1,2.58,3,0.183,,,,,,,,,,,,,,,,,1000,1000,0.647,,,,,081624.08+323141.5,rejected A,redshift unreliable,,,,,
081640.96+215318.9,124.17069587840726,21.888595742280657,3.03,PIPE,0,2,,,,,,,,,,J081637+215410,3,0.245562,0.015091,0.246789,0.0175732,,,,,,,0001,0003,,,,68.122,1.005,081640.96+215318.9,rejected B,cp,,ND,ND,ND,Ucp
081701.73+031029.1,124.25721253391328,3.174777479184994,3.685,VI,0,1,J081701.7+031029,1,16.59,17.32,0.148,081701+031022,3,17.8,0.7,,,,,,,J081701.6+031029,1,19.28,0.432,20.54,0.781,1110,1310,0.134,6.48,1.438,,,081701.73+031029.1,good,,,U,U,U,ND
081719.42+575652.8,124.3309403711875,57.94800011804012,3.421,VI,0,1,J081719.4+575652,1,8.85,9.52,0.143,081719+575652,1,9.9,0.5,,,,,,,,,,,,,1100,1100,0.186,1.641,,,,081719.42+575652.8,good,,,U,U,ND,ND
081821.92+214450.5,124.59135640681096,21.74736128537229,3.042,PIPE,0,2,,,,,,,,,,J081825+214513,3,0.242836,0.014781,0.21655,0.0152148,,,,,,,0001,0003,,,,60.178,0.892,081821.92+214450.5,rejected B,cp,,ND,ND,ND,Ucp
081851.70+115005.1,124.71542425371118,11.834762962311476,3.092,VI,0,1,,,,,,,,,,,,,,,,J081851.6+115008,1,2.632,0.336,3.216,0.666,0010,0010,,,3.457,,,081851.70+115005.1,good,,,ND,ND,U,ND
081915.23+275311.2,124.813497281931,27.886449654551832,3.285,VI,0,1,J081915.2+275311,1,7.05,7.14,0.143,081915+275310,3,8.1,0.5,,,,,,,J081915.1+275311,1,13.505,0.443,14.242,0.796,1110,1310,0.202,1.779,0.69,,,081915.23+275311.2,good,,,U,U,U,ND
081935.44+284736.0,124.8976976636608,28.793356090471384,3.87,VI,4,1,J081935.4+284736,1,14.03,14.44,0.145,081935+284733,1,13.5,0.6,,,,,,,J081935.4+284735,1,17.871,0.97,17.669,1.668,1110,1110,0.172,2.274,0.65,,,081935.44+284736.0,good,,,U,U,U,ND
082005.21+250236.4,125.02172212553538,25.043456154532823,3.369,PIPE,0,2,J082005.2+250236,1,3.07,2.84,0.142,082004+250232,3,3.2,0.5,,,,,,,J082005.1+250235,3,3.25,0.324,2.639,0.49,1110,1330,0.361,5.752,0.854,,,082005.21+250236.4,cand A,,,U,E,U,ND
082011.05+451330.6,125.04604565748396,45.22517555224083,3.355,VI,0,1,J082011.0+451330,1,27.19,29.33,0.134,082011+451331,1,29.9,1,,,,,,,,,,,,,1100,1100,0.061,0.907,,,,082011.05+451330.6,good,,,U,U,ND,ND
082013.36+112606.3,125.05567784678784,11.435092023495162,3.5,VI,0,1,J082013.3+112606,1,18.35,18.58,0.144,082013+112605,1,17,0.6,,,,,,,J082013.1+112606,1,6.389,0.326,6.711,0.585,1110,1110,0.196,0.812,2.799,,,082013.36+112606.3,good B,,,SE,U,CJaf,ND
082021.86+013649.2,125.09109225145856,1.6136675480465936,3.383,VI,0,1,,,,,,,,,,J082022+013624,3,0.051636,0.009525,0.056971,0.0137221,,,,,,,0001,0003,,,,25.201,1.103,082021.86+013649.2,rejected B,cp closer,,ND,ND,ND,Ucp
082112.50+283240.2,125.3021074220684,28.544516992829926,3.021,VI,0,1,J082112.5+283240,1,14.22,16.22,0.14,082112+283242,1,17.8,0.7,,,,,,,J082112.4+283240,1,23.36,0.615,25.328,1.124,1110,1110,0.495,2.548,0.714,,,082112.50+283240.2,good,,,U,U,U,ND
082117.02+094709.3,125.32093854114382,9.78594442654227,3.542,VI,0,1,J082116.9+094708,1,1.2,1.06,0.154,,,,,,,,,,,,,,,,,1000,1000,0.962,,,,,082117.02+094709.3,good,,,U,ND,ND,ND
082130.75+560744.1,125.37814359058652,56.128925333723814,3.48,VI,0,1,J082130.7+560744,1,8.11,7.91,0.182,082130+560730,3,5.1,0.5,,,,,,,,,,,,,1100,1300,0.134,14.048,,,,082130.75+560744.1,cand B,2 rejected by cp and mix,,U,Uoff,ND,ND
082138.94+121729.9,125.41226344116156,12.291662430901,3.114,VI,0,1,,,,,,,,,,,,,,,,J082138.9+121735,3,2.417,0.42,3.192,0.885,0010,0030,,,5.609,,,082138.94+121729.9,rejected B,cp,,ND,ND,Ucp,ND
082209.92+231011.8,125.54135708709072,23.16995594761185,3.175,VI,0,1,J082209.9+231011,1,12.53,13.47,0.137,082209+231011,1,12.4,0.5,J082209+231023,3,0.216565,0.016293,0.188889,0.0163856,J082209.8+231012,1,27.408,0.427,26.977,0.733,1111,1113,0.02,0.557,0.759,11.96,0.872,082209.92+231011.8,good B,,cp affect 234,U,Uaf,CJaf,SEaf
082221.22+214410.5,125.58841725948572,21.73625400172719,3.005,VI,0,1,J082221.2+214410,1,10.64,11.42,0.135,082221+214409,1,12.6,0.6,,,,,,,J082221.1+214411,1,7.577,0.621,6.326,0.956,1110,1110,0.192,2.814,1.138,,,082221.22+214410.5,good,,,U,U,U,ND
082249.44+504221.3,125.70601370473804,50.70594258807449,3.385,VI,4,1,,,,,,082250+504238,3,2.8,0.4,,,,,,,,,,,,,0100,0300,,18.648,,,,082249.44+504221.3,rejected B,cp,,ND,CJcp,ND,ND
082303.22+052907.6,125.76344093034744,5.485462042673814,3.197,VI,0,1,J082303.2+052907,1,10.68,11.21,0.197,082303+052908,1,18,0.7,J082302+052856,3,0.098963,0.013195,0.129377,0.0213331,J082303.2+052907,1,19.344,0.382,31.998,0.947,1111,1113,0.3,2.891,0.365,12.418,1.307,082303.22+052907.6,cand B,RG?,cp affect 4,M,SE,SE,SEaf
082314.75+254525.3,125.81149842648144,25.757031580546155,3.353,VI,0,1,J082314.7+254525,1,2.3,2.54,0.142,082315+254522,3,3.3,0.5,,,,,,,J082314.6+254526,1,3.11,0.305,3.657,0.593,1110,1310,0.229,6.665,2.223,,,082314.75+254525.3,good B,,radio and cp affect 2,U,Eaf,U,ND
082318.16+274318.1,125.82569666722586,27.72170584171557,3.224,VI,0,1,J082318.1+274318,1,1.65,1.33,0.142,,,,,,,,,,,J082318.1+274319,1,2.171,0.283,2.183,0.495,1010,1010,0.391,,1.656,,,082318.16+274318.1,good,,,U,ND,U,ND
082323.32+155206.8,125.84717662459764,15.868564901977727,3.793,VI,0,1,J082323.3+155206,1,74.93,79.33,0.15,082323+155207,1,75.2,2.3,J082322+155153,3,0.314007,0.011284,0.316934,0.0131791,J082323.2+155206,1,113.205,0.632,117.538,1.123,1111,1113,0.232,1.063,0.696,14.776,1.009,082323.32+155206.8,good B,radio contaminate 4,,U,U,U,Uaf
082355.81+413810.1,125.9825682571302,41.636162479823774,3.016,VI,0,1,J082355.8+413810,1,112.87,114.88,0.136,082355+413810,1,131.7,4,,,,,,,,,,,,,1100,1100,0.03,0.453,,,,082355.81+413810.1,good,,,U,U,ND,ND
082454.45+363943.3,126.22688056242642,36.66203670375344,3.72,VI,0,1,J082454.4+363943,1,2.88,2.12,0.152,,,,,,,,,,,,,,,,,1000,1000,0.428,,,,,082454.45+363943.3,good,,,U,ND,ND,ND
082511.60+123417.2,126.29835503831976,12.57145058110122,4.378,VI,0,1,,,,,,082511+123418,3,11.8,0.9,,,,,,,J082511.5+123418,1,12.351,0.607,13.311,1.106,0110,0310,,2.109,1.127,,,082511.60+123417.2,good B,,2 affecte by radio,ND,Uaf,U,ND
082535.19+512706.3,126.39665821007216,51.4517697093682,3.495,VI,0,1,J082535.2+512706,1,2.23,2.38,0.137,,,,,,,,,,,,,,,,,1000,1000,0.609,,,,,082535.19+512706.3,good,,,U,ND,ND,ND
082656.26+482526.6,126.73442756740818,48.42405956049108,3.064,VI,0,1,J082656.2+482526,1,13.21,15.6,0.13,082656+482526,1,17,0.6,,,,,,,,,,,,,1100,1100,0.39,0.553,,,,082656.26+482526.6,good,,,SE,U,ND,ND
082717.89-003131.9,126.82456177639924,-0.525538727,3.132,VI,0,1,,,,,,082717-003130,1,32.9,1.1,,,,,,,J082717.7-003131,1,32.531,0.274,33.511,0.484,0110,0110,,2.106,1.955,,,082717.89-003131.9,good,,,ND,U,U,ND
082721.96+030054.7,126.84153282742324,3.0152063916523377,3.135,VI,0,1,J082721.9+030054,1,7.62,7.64,0.208,082721+030059,3,7.7,0.5,,,,,,,J082721.8+030054,1,5.818,0.345,5.271,0.56,1110,1310,0.172,4.77,1.985,,,082721.96+030054.7,good,,2 slightly affected by cp,U,U,U,ND
082832.54+572135.7,127.13561619675212,57.35994360214212,3.22,VI,0,1,J082832.5+572135,1,7.02,6.99,0.149,082832+572128,1,9.3,1.2,,,,,,,,,,,,,1100,1100,0.096,8.017,,,,082832.54+572135.7,good,,,U,U,ND,ND
082904.12+542716.2,127.26716932490729,54.45451795657796,3.925,VI,0,1,,,,,,082903+542712,3,39.7,1.6,,,,,,,,,,,,,0100,0300,,7.122,,,,082904.12+542716.2,rejected B,cp closer,,ND,Ucp,ND,ND
082940.21+522216.5,127.4175746805146,52.371256828828294,6.59,PIPE,4,3,J082940.2+522215,1,3.21,5.55,0.136,082940+522214,3,4.9,0.4,,,,,,,,,,,,,1100,1300,0.814,2.383,,,,082940.21+522216.5,rejected A,redshift unreliable,,,,,
082943.35+033310.3,127.4306321707472,3.552874602325713,3.163,VI,0,1,,,,,,082943+033318,3,5.4,0.5,,,,,,,J082944.0+033312,3,8.018,0.348,8.363,0.621,0110,0330,,12.153,11.14,,,082943.35+033310.3,cand B,cp closer,,ND,Uoff,Uoff,ND
083005.13+074054.2,127.5213975955712,7.681741268730558,4.361,VI,0,1,,,,,,,,,,J083006+074107,3,0.190045,0.012279,0.19614,0.0126746,,,,,,,0001,0003,,,,29.687,1.032,083005.13+074054.2,rejected B,cp or radio,,ND,ND,ND,Eoff
083109.80-003843.3,127.7908561325468,-0.645364632,3.232,VI,0,1,J083109.8-003843,1,2.42,2.5,0.14,083109-003847,1,3.2,0.5,,,,,,,J083109.5-003841,1,4.279,0.295,5.563,0.618,1110,1110,0.23,3.844,4.104,,,083109.80-003843.3,good,,extended,U,SE,SE,ND
083204.74+592354.1,128.0197766222913,59.398380034130206,3.247,VI,0,1,J083204.8+592355,1,7.4,18.29,0.153,083204+592352,1,44.5,1.4,,,,,,,,,,,,,1100,1100,1.659,3.66,,,,083204.74+592354.1,good,RG?,,FRII,U,ND,ND
083224.44+003827.4,128.10187298349618,0.640967050536727,3.148,VI,0,1,,,,,,,,,,J083227+003847,3,0.124667,0.007922,0.190338,0.0141481,,,,,,,0001,0003,,,,48.33,1.527,083224.44+003827.4,rejected B,cp,,ND,ND,ND,Ucp
083316.91+292228.0,128.32046946651806,29.374452098110343,3.34,VI,0,1,J083316.9+292228,1,12.63,12.73,0.135,083316+292229,1,14,0.6,,,,,,,,,,,,,1100,1100,0.328,1.042,,,,083316.91+292228.0,good,,,U,U,ND,ND
083320.52+203910.5,128.33554135638215,20.65293473132631,3.08,VI,4,1,J083320.5+203910,1,1.89,1.43,0.134,,,,,,,,,,,J083320.6+203908,1,1.886,0.266,2.099,0.499,1010,1010,0.15,,1.994,,,083320.52+203910.5,good,,,U,ND,U,ND
083322.49+095941.2,128.3437464843796,9.99478743618365,3.713,VI,0,1,J083322.5+095941,1,122.52,125.76,0.138,083322+095941,1,121.5,3.7,J083322+095937,3,0.276139,0.011253,0.313554,0.0148213,J083322.4+095941,1,156.545,0.582,160.041,1.023,1111,1113,0.169,0.187,1.147,7.383,1.135,083322.49+095941.2,good B,,4 may be affected by radio and cp,U,U,U,SEaf
083324.30+321849.4,128.35128491291158,32.313728934721624,3.923,VI,0,1,J083324.2+321849,1,1.97,1.32,0.135,,,,,,,,,,,,,,,,,1000,1000,0.546,,,,,083324.30+321849.4,good,,,U,ND,ND,ND
083433.99+082551.5,128.64162614673273,8.430991645113405,3.787,VI,0,1,J083433.9+082551,1,4.78,5.27,0.137,083434+082550,1,7.1,0.5,,,,,,,J083433.8+082552,1,10.591,0.42,10.849,0.74,1110,1110,0.534,4.26,1.928,,,083433.99+082551.5,good,,extended,SE,SE,SE,ND
083512.38+093829.6,128.8016141660458,9.641556003937644,3.249,VI,0,1,J083512.3+093829,1,3.05,2.61,0.152,083512+093825,3,3.7,0.4,,,,,,,J083512.1+093831,1,3.964,0.458,4.337,0.843,1110,1310,0.106,4.349,3.579,,,083512.38+093829.6,good B,,2 slightly affected by cp,U,Uaf,U,ND
083528.06+225543.2,128.86694399496093,22.92869227546126,3.162,VI,0,1,J083528.0+225543,1,1.76,1.36,0.139,083527+225524,3,2.4,0.5,,,,,,,,,,,,,1100,1300,0.034,21.426,,,,083528.06+225543.2,cand B,"2 affected by cp, weak",,U,Eoff,ND,ND
083535.68+212240.1,128.89870521121816,21.37781478105609,3.113,VI,0,1,,,,,,,,,,,,,,,,J083535.8+212237,1,1.441,0.27,1.228,0.427,0010,0010,,,3.256,,,083535.68+212240.1,good,,,ND,ND,U,ND
083548.15+424645.1,128.95063271413943,42.77919523774517,3.347,PIPE,0,2,,,,,,083548+424651,3,2.3,0.4,,,,,,,,,,,,,0100,0300,,8.602,,,,083548.15+424645.1,cand C,dominated by mix,,ND,Uoff,ND,ND
083549.42+182520.0,128.9559390985374,18.422248224905307,4.412,VI,0,1,J083549.4+182520,1,51.49,52.35,0.134,083549+182519,1,53.2,1.6,J083548+182504,3,0.069614,0.01214,0.080311,0.0185787,J083549.4+182519,1,60.975,0.364,63.177,0.646,1111,1113,0.131,0.853,0.342,17.033,1.153,083549.42+182520.0,good B,,cp affect 4,U,U,U,SEaf
083556.04+345128.7,128.98353393658013,34.85798670318474,3.054,VI,0,1,J083556.0+345128,1,59.63,60.95,0.154,083556+345128,3,58.1,1.8,,,,,,,,,,,,,1100,1300,0.279,0.169,,,,083556.04+345128.7,good,,,U,U,ND,ND
083611.68+232852.9,129.04867594529287,23.481367578223463,3.156,VI,0,1,J083611.6+232852,1,7.07,7.07,0.142,083611+232850,3,5.7,0.5,,,,,,,J083611.6+232853,1,10.633,0.508,11.608,0.934,1110,1310,0.058,3.956,0.908,,,083611.68+232852.9,good B,,2 slightly affected by cp,U,Uaf,U,ND
083644.55+463101.4,129.18562565262982,46.51708022949352,3.997,VI,0,1,J083644.5+463101,1,142.14,145.87,0.138,083644+463101,1,148.9,4.5,,,,,,,,,,,,,1100,1100,0.044,0.349,,,,083644.55+463101.4,good,,,U,U,ND,ND
083646.18+232800.1,129.19242321608894,23.46671247881143,3.032,VI,0,1,J083646.1+232800,1,8.94,8.7,0.142,083646+232802,3,7.7,0.5,,,,,,,J083646.2+232759,1,9.393,0.416,9.905,0.748,1110,1310,0.102,2.509,0.922,,,083646.18+232800.1,good,,,U,U,U,ND
083705.26+252722.5,129.27195637965428,25.456273204655215,3.76,VI,0,1,J083705.2+252722,1,16.22,16.82,0.138,083705+252723,3,17,1,,,,,,,J083705.2+252722,1,22.103,0.438,23.078,0.781,1110,1310,0.577,1.564,0.756,,,083705.26+252722.5,good,,,U,U,U,ND
083705.98+352223.9,129.27494249776345,35.37332825641511,4.125,VI,0,1,J083705.9+352223,1,1.1,1.33,0.132,083706+352232,3,2.3,0.4,,,,,,,,,,,,,1100,1300,0.937,13.993,,,,083705.98+352223.9,cand B,2 affected by radio,1 good,U,Uoff,ND,ND
083731.79+270910.3,129.38248748102907,27.152865795841965,3.049,PIPE,0,2,J083731.7+270909,1,2.02,2.43,0.135,083732+270903,1,3.3,0.4,,,,,,,J083731.6+270909,1,2.851,0.374,2.793,0.64,1110,1110,0.43,15.183,2.242,,,083731.79+270910.3,cand C,radio affect 2,nearby radio affect 2,U,Uoff,U,ND
083749.59+364145.5,129.45664835571077,36.69599174910476,3.395,VI,4,1,J083749.5+364145,1,25.52,27.1,0.165,,,,,,,,,,,,,,,,,1000,1000,0.164,,,,,083749.59+364145.5,good,,,U,ND,ND,ND
083808.46+534809.8,129.53526136667725,53.80273956394266,3.592,VI,0,1,J083808.4+534809,1,8.47,8.42,0.196,083808+534809,1,8.9,0.5,,,,,,,,,,,,,1100,1100,0.111,1.085,,,,083808.46+534809.8,good,,,U,U,ND,ND
083808.56+122537.2,129.53567294947305,12.42701959423139,3.44,VI,0,1,J083808.5+122537,1,5.98,5.7,0.145,083808+122538,1,3.8,0.4,,,,,,,J083808.6+122536,1,7.164,0.721,7.564,1.296,1110,1110,0.109,2.714,1.156,,,083808.56+122537.2,good B,,,U,CJaf,U,ND
083837.89+293325.3,129.65789531462605,29.55703649872819,3.292,VI,0,1,J083837.8+293325,1,4.29,5.97,0.155,083837+293325,3,6.9,0.4,,,,,,,,,,,,,1100,1300,0.59,0.609,,,,083837.89+293325.3,good,,,U,U,ND,ND
083851.59+403354.7,129.71498236670223,40.56520232151033,3.698,VI,0,1,,,,,,083852+403401,3,3.8,0.4,,,,,,,,,,,,,0100,0300,,10.363,,,,083851.59+403354.7,good B,,affected by radio,ND,SEaf,ND,ND
083856.55+374027.4,129.7356333002456,37.67428195654958,3.455,VI,68,1,J083856.5+374027,1,3.46,3.27,0.129,083856+374025,3,3,0.4,,,,,,,,,,,,,1100,1300,0.296,2.394,,,,083856.55+374027.4,good,,,U,U,ND,ND
083910.89+200207.3,129.7953983167173,20.035368903080517,3.034,VI,0,1,J083910.8+200207,1,125.66,130.04,0.146,083910+200208,1,138.5,4.2,,,,,,,J083910.8+200206,1,103.816,0.307,108.388,0.547,1110,1110,0.094,0.867,0.434,,,083910.89+200207.3,good,,,U,U,U,ND
083945.38+471432.0,129.93910433745685,47.24223328150545,3.322,VI,0,1,J083945.3+471432,1,3.75,3.89,0.136,083945+471423,1,3.6,0.4,,,,,,,,,,,,,1100,1100,0.195,8.373,,,,083945.38+471432.0,good B,,2 affected by radio?,U,SEaf,ND,ND
083946.22+511202.8,129.94258807520907,51.200800266923,4.403,VI,0,1,J083946.2+511202,1,40.5,41.64,0.143,083946+511202,1,43.1,1.4,,,,,,,,,,,,,1100,1100,0.172,0.788,,,,083946.22+511202.8,good,,,U,U,ND,ND
083955.38+025145.4,129.98076820442304,2.8626317827104923,3.68,VI,0,1,J083955.3+025145,1,78.77,86.46,0.15,083955+025146,1,78.6,2.4,J083953+025238,3,0.147596,0.012429,0.286426,0.0245994,J083955.2+025145,1,90.591,0.6,93.531,1.062,1111,1113,0.548,1,2.583,61.422,1.94,083955.38+025145.4,cand B,in RG? cluster?,radio and cp contaminate 4,U,U,U,Eoff
084009.10+294918.4,130.037952779262,29.821797811771894,3.232,VI,0,1,,,,,,,,,,J084001+294842,3,2.28014,0.029297,2.419078,0.0361067,,,,,,,0001,0003,,,,107.557,1.061,084009.10+294918.4,rejected B,cp,,ND,ND,ND,Ucp
084018.75+222951.2,130.07816249250337,22.49757418604046,3.815,VI,0,1,,,,,,,,,,J084024+222918,3,0.193252,0.013645,0.226504,0.0186427,,,,,,,0001,0003,,,,86.315,1.172,084018.75+222951.2,rejected B,cp,,ND,ND,ND,Ucp
084037.12+464717.1,130.15467421029354,46.788102324836274,3.733,VI,0,1,J084037.0+464717,1,195.58,202.03,0.147,084037+464717,1,194.8,5.9,,,,,,,,,,,,,1100,1100,0.338,0.183,,,,084037.12+464717.1,good,,,U,U,ND,ND
084039.27+525504.8,130.1636536871356,52.91801516949202,3.088,VI,0,1,J084039.2+525504,1,29.04,29.84,0.146,084039+525504,1,32.7,1.1,,,,,,,,,,,,,1100,1100,0.191,0.775,,,,084039.27+525504.8,good,,,U,U,ND,ND
