sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,source_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,source_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,source_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,source_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
001512.32+355148.5,3.8013636724215303,35.86349019890334,QSO,4.585012912750244,PIPE,4.585012912750244,0,-1.0,0.0,1.0,1.4334883349880059,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,001512+355204,3.8036561963933764,0.57,35.86788673337909,8.0,2.4,0.4,77.7,56.3,17.18263889697815,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,11.725652638309825,,
001547.20+130027.1,3.946672251310247,13.007536056063742,QSO,3.68,VI,3.6872057914733887,0,3.68,3.0,1.0,3.694991679696166,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,001547+130028,3.9464923247457113,0.21,13.00780341422051,4.4,5.0,0.5,57.2,36.1,1.150952449245944,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J001547.1+130027,3.946442324762832,0.58,13.007643858659987,0.64,7.875,0.736,7.291,0.404,26.78,25.23,1.53,1.36,18.36,37.75,9.6,3.25,18.36,1.53,1.36,37.75,0.8950135652295887,1,,,-2147483648,1,1,,2.7221742073750197,,1.495542706718298
001555.43+064001.3,3.9809867818498788,6.667045038210433,QSO,3.166,VI,3.1663646697998047,0,3.166,3.0,1.0,3.1586414435111445,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,001555+063945,3.9831596409079273,0.45,6.662497862305896,10.5,2.7,0.5,95.1,58.2,18.120030364383858,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,16.926130671181443,,
001754.31-022258.0,4.476297495393075,-2.38279303479201,QSO,3.224,VI,3.22544264793396,0,3.224,3.0,1.0,3.2264557012281356,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,001754-022249,4.477035542846867,0.36,-2.3804187552354534,5.0,3.2,0.4,55.6,49.2,8.950165352553638,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J001754.3-022257,4.47630087640776,1.42,-2.3827100886419808,1.32,7.453,1.421,6.14,0.719,28.18,26.95,3.37,3.1,75.02,108.89,12.98,10.03,75.02,3.37,3.1,108.89,0.29885367652217776,1,,,-2147483648,1,1,,7.307748294255483,,0.22573210733531118
001915.98+203131.6,4.816610722454129,20.52545256656134,QSO,3.116471767425537,PIPE,3.116471767425537,0,-1.0,0.0,1.0,3.1289947118806944,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,001915+203132,4.816533163825789,0.03,20.525664611957723,0.6,150.0,5.3,15.2,15.8,0.8069067086664597,1,,,-2147483648,1,1,J001916+203127,4.819232497281304,0.000657,20.52427294556056,0.000893,0.507821,0.016769,0.454583,0.0173823,175.134,2.36033,124.7323,1.719544,-6.504839,181.131,134.766,-5.704097,9.80643193814347,2,2.045015573501587,3.116471767425537,7179,2,3,J001915.9+203132,4.8165474971509195,0.05,20.525734945292484,0.05,205.955,1.569,210.143,0.918,24.79,24.73,0.11,0.11,158.91,54.72,,,0.0,0.11,0.11,54.72,1.0386717351167554,1,,,-2147483648,1,1,,2.8014009361887005,98.06155961033313,9.290162715848142
002010.41+025121.5,5.043408800800194,2.855987066126349,QSO,3.101,VI,3.1025664806365967,0,3.101,3.0,1.0,3.1046845446587747,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,002010+025122,5.045285019736778,0.52,2.8562757459240093,7.2,2.3,0.4,68.0,61.5,6.825578528906392,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,12.740460764757108,,
002120.04+155125.6,5.33353667444851,15.857138605958463,QSO,3.695,VI,3.700892448425293,0,3.695,3.0,1.0,3.6919037416685576,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,002120+155125,5.3338670087948925,0.03,15.857025774803306,0.6,62.6,2.3,14.8,15.8,1.2139248941060183,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J002120.0+155126,5.333466008763019,0.1,15.857356996985372,0.09,79.891,1.221,77.077,0.688,25.95,25.0,0.24,0.22,86.78,9.24,,,0.0,0.24,0.22,9.24,0.823412552737118,1,,,-2147483648,1,1,,10.977380457964253,,6.094645417540863
002809.99+190629.4,7.041637918735489,19.108184138375133,QSO,3.4978244304656982,PIPE,3.4978244304656982,0,-1.0,0.0,1.0,3.4939338374019524,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,002809+190631,7.040158297554002,0.21,19.108692613237288,3.1,4.9,0.4,39.2,34.8,5.3556780375842346,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J002810.0+190630,7.042019630886831,0.98,19.10851516898113,0.76,6.626,0.834,5.763,0.437,28.83,24.93,2.34,1.77,102.0,22.91,14.36,,102.0,2.34,1.77,22.91,1.762425303123485,1,,,-2147483648,1,1,,21.64724930794833,,2.0382111773182774
003004.72+275325.0,7.519692761993497,27.89030283893375,QSO,3.095,VI,3.0998804569244385,0,3.095,3.0,1.0,3.1063246187239653,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003005+275320,7.521865563482694,0.31,27.889081550918846,4.3,3.5,0.4,47.3,43.3,8.1931416123687,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J003004.8+275323,7.520002563401239,1.13,27.88994521739657,1.25,2.005,0.381,1.96,0.217,26.14,24.49,2.98,2.62,162.61,72.32,,,0.0,2.98,2.62,72.32,1.6214745872331073,1,,,-2147483648,1,1,,21.249267213831224,,1.345030451501214
003011.78+004749.9,7.549089082493693,0.7972193472230059,QSO,3.118,VI,3.1186795234680176,0,3.118,3.0,1.0,3.1081373853780505,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003011+004745,7.547493558137203,0.41,0.796025997962588,5.8,3.0,0.5,61.4,51.7,7.172306251174666,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,13.629315117804092,,
003056.66-041710.2,7.736089260001364,-4.286188778531486,QSO,3.033,VI,3.0334856510162354,0,3.033,3.0,1.0,3.028828054993763,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003057-041734,7.737535742267519,0.65,-4.292862871639283,7.4,3.8,0.6,115.0,50.2,24.581469668125703,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,8.537371222198562,,
003146.62+145519.5,7.944272381859264,14.922083807248631,QSO,3.361,VI,3.361176013946533,0,3.361,3.0,1.0,3.378777334556852,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003146+145519,7.943992086816402,0.14,14.922081593780094,2.1,6.7,0.4,29.9,28.6,0.9750660156994247,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J003146.6+145520,7.944464086776911,0.63,14.922409260494739,0.53,5.284,0.528,5.721,0.32,25.69,22.5,1.54,1.17,65.73,18.44,,,0.0,1.54,1.17,18.44,1.3481201317065772,1,,,-2147483648,1,1,,5.667268078870592,,2.4107659491663296
003508.59+174502.3,8.785832996769841,17.75064188093484,QSO,3.414,VI,3.4146361351013184,0,3.414,3.0,1.0,3.4261080510339106,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003508+174502,8.78603343319824,0.09,17.75063723511345,1.3,11.4,0.5,24.6,22.0,0.6874223583153013,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J003508.5+174503,8.785719766507789,0.56,17.75087434619254,0.48,14.517,1.133,13.057,0.609,27.4,25.39,1.32,1.14,92.89,26.58,11.17,4.38,92.89,1.32,1.14,26.58,0.9225379746416369,1,,,-2147483648,1,1,,5.1080735389589655,,1.8382220142065024
003546.20+140523.0,8.942509236545789,14.089747147716722,QSO,3.31,VI,3.3112268447875977,0,3.31,3.0,1.0,3.323589925602178,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003546+140524,8.942575503004042,0.05,14.090026139989014,0.8,24.1,0.8,22.7,19.4,1.0306799680731626,1,,,-2147483648,1,1,J003547+140515,8.946053169895407,0.002599,14.087727362566525,0.003418,0.094884,0.013854,0.078032,0.0134611,145.068,9.25441,128.1461,8.472247,-0.054695,164.439,137.5,-2.422995,14.352572616470397,1,,,-2147483648,1,1,J003546.1+140523,8.942250169678125,0.12,14.089979362178,0.11,36.271,0.674,35.562,0.384,25.61,24.93,0.28,0.27,74.07,17.15,,,0.0,0.28,0.27,17.15,1.231713628081487,1,,,-2147483648,1,1,,2.415567532782892,143.46774133283282,8.072037956124513
003604.75-033934.9,9.01979572014065,-3.659695437367902,QSO,3.154,VI,3.1528031826019287,0,3.154,3.0,1.0,3.1480325633767823,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003604-033918,9.01836901295763,0.45,-3.6551682967107935,6.2,3.9,0.5,76.2,59.8,17.0847264989644,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,11.425560574206862,,
003626.02+045533.4,9.108430335196033,4.9259713472663975,QSO,3.295,VI,3.295247793197632,0,3.295,3.0,1.0,3.306872684269406,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003625+045518,9.107826467741635,0.1,4.921887267989414,1.6,10.5,0.5,30.2,26.6,14.861362014083223,2,0.5465556979179382,3.295,712,2,3,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,17.851250525874086,,
003708.46+002855.8,9.285266479386564,0.4821735363945755,QSO,3.033,VI,3.0250909328460693,0,3.033,3.0,1.0,3.0303347767211033,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003708+002833,9.284410256850254,0.52,0.47594284160744826,12.0,2.6,0.5,106.0,58.8,22.641287907571186,2,0.6245232224464417,3.033,731,2,3,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,6.113570134297659,,
003800.19+160638.9,9.500831701641232,16.11081342187122,QSO,3.345,VI,3.3450710773468018,0,3.345,3.0,1.0,3.3490250574093103,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,003800+160638,9.500741943634619,0.03,16.110803974867633,0.6,95.0,2.9,16.8,15.5,0.3122958634059634,1,,,-2147483648,1,1,J003758+160646,9.495723943434623,0.003872,16.112966418798056,0.006459,0.069548,0.012668,0.093891,0.0220629,216.681,23.8166,143.8118,14.351181,-2.154294,168.611,136.932,-1.966647,19.29121582943594,1,,,-2147483648,1,1,J003800.1+160639,9.500763943602655,0.05,16.11109041931433,0.05,101.61,0.861,101.012,0.495,25.26,24.94,0.12,0.12,26.12,19.04,,,0.0,0.12,0.12,19.04,1.0243577945954636,1,,,-2147483648,1,1,,2.973987342367565,192.72717284651455,9.162134914554956
004210.51-064211.7,10.543801364679751,-6.703252730079214,QSO,3.201244592666626,PIPE,3.201244592666626,0,-1.0,0.0,1.0,3.206174365644846,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,004211-064230,10.547827665850269,0.59,-6.708418139836701,11.0,3.4,0.6,104.0,82.5,23.51643609740417,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,24.115551568321386,,
004348.84+342626.1,10.953502089538347,34.440608567682375,QSO,3.5138580799102783,PIPE,3.5138580799102783,0,-1.0,0.0,1.0,1.8941145867978793,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,004348+342626,10.953572921196121,0.04,34.44063745751651,0.6,92.8,2.8,18.1,16.9,0.2346091206731244,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,1.9600287197390378,,
004541.31+135530.5,11.422140292008464,13.925140080333202,QSO,3.243,VI,3.2012929916381836,4,3.243,3.0,1.0,3.234147845361778,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,004541+135530,11.421908838035714,0.05,13.925026394739515,0.8,22.4,0.8,18.4,17.4,0.9064057649070236,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J004541.2+135532,11.421686171304891,0.34,13.925623616938735,0.37,37.216,1.953,33.219,1.044,27.05,25.9,0.87,0.8,10.38,29.99,10.3,6.76,10.38,0.87,0.8,29.99,2.355427589767729,1,,,-2147483648,1,1,,7.251437553831959,,6.377634927346767
004710.96+283936.7,11.795695505081483,28.660199268939284,QSO,3.08,VI,3.114755153656006,0,3.08,3.0,1.0,3.084713899335047,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,004710+283939,11.795573732108362,0.31,28.660943100036498,3.9,3.6,0.4,43.8,41.2,2.7052802279980512,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J004710.9+283937,11.795590398841517,0.88,28.660446655593773,0.62,5.817,0.773,6.499,0.478,25.76,21.76,2.08,1.46,90.81,18.0,,,0.0,2.08,1.46,18.0,0.9504698621906668,1,,,-2147483648,1,1,,1.365935106916455,,1.466826212990769
004807.36+160911.2,12.03069980291366,16.153130667218853,QSO,6.889147758483887,PIPE,6.889147758483887,0,-1.0,0.0,1.0,0.9288159961107432,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,004807+160909,12.029616920433739,0.32,16.15274867981706,4.8,3.2,0.4,47.0,45.1,3.989006369452116,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J004807.1+160913,12.02980792033493,0.72,16.15361767983683,0.57,4.082,0.46,4.443,0.28,25.46,22.58,1.71,1.34,99.11,22.1,,,0.0,1.71,1.34,22.1,3.547538715901101,1,,,-2147483648,1,1,,11.172505515703993,,5.213294653874585
004905.72-003051.2,12.273874169282863,-0.5142301562419245,QSO,3.231,VI,3.228518486022949,0,3.231,3.0,1.0,3.2198635294845044,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,004905-003049,12.274577025460433,0.07,-0.5136124059155037,1.1,19.7,1.1,21.4,26.4,3.368612409798119,1,,,-2147483648,1,1,J004905-003050,12.274663692176757,0.001713,-0.5140912947954093,0.001908,0.136811,0.009897,0.147459,0.0131085,151.428,4.54516,141.3033,5.941226,-74.784386,145.824,136.166,-26.072126,2.8857962538988398,6,0.7561717629432678,4.165,2317,3,3,J004905.8-003047,12.274551692072867,0.62,-0.5130892948070184,0.68,41.844,2.727,24.341,1.072,37.82,28.45,1.85,1.13,39.89,7.38,28.36,13.55,39.89,1.85,1.13,7.38,4.776706299446978,1,,,-2147483648,1,1,,20.825602834246254,28.853698613395064,7.12673723599738
004908.77+192320.5,12.286569775860357,19.389053068086607,QSO,3.049,VI,3.048806667327881,0,3.049,3.0,1.0,3.0422832181728534,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,004907+192326,12.28236654853229,0.61,19.390637594892013,6.3,2.5,0.5,80.3,55.4,15.371020053638407,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,23.10861052259378,,
004913.63+214246.8,12.3068253013613,21.71300874861063,QSO,3.212,VI,3.2093210220336914,0,3.212,3.0,1.0,3.21000421859219,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,004913+214250,12.305407940257705,0.39,21.7139987083916,5.6,2.8,0.4,52.6,49.9,5.930680350025172,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J004913.5+214245,12.306557273729645,1.99,21.712758708510737,1.24,2.343,0.659,2.613,0.404,26.83,20.92,4.74,2.83,99.49,27.65,,,0.0,4.74,2.83,27.65,1.270379177896146,1,,,-2147483648,1,1,,11.791341558900085,,0.8520402022534589
005120.89+230718.6,12.837077861575438,23.12183645153357,QSO,3.2207868099212646,PIPE,3.2207868099212646,0,-1.0,0.0,1.0,3.2036388032539573,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,005121+230720,12.83840776438739,0.16,23.12230431925511,2.3,7.4,0.5,41.5,28.0,4.714221116534459,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J005121.0+230718,12.837570097797892,0.32,23.121738763612548,0.26,12.768,0.573,12.054,0.318,27.2,24.36,0.76,0.61,92.96,9.88,,,0.0,0.76,0.61,9.88,1.6672182162557863,1,,,-2147483648,1,1,,23.34767622404391,,5.022261726758014
005201.44+340525.1,13.006007387621253,34.09033189544627,QSO,3.65,VI,3.6508452892303467,0,3.65,3.0,1.0,3.65754717128359,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,005201+340525,13.005864608607453,0.05,34.09038766998737,0.7,30.3,1.0,20.2,16.6,0.4706541367614225,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,3.8179300309934336,,
005236.29+222210.6,13.151228456884724,22.369620653130205,QSO,3.712,VI,3.7133705615997314,0,3.712,3.0,1.0,3.727950753347902,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,005236+222210,13.151074520246668,0.06,22.36955435174979,0.9,20.6,0.7,21.6,17.6,0.5653277387023056,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J005236.2+222210,13.15117518691703,0.19,22.3695167962047,0.16,20.434,0.835,18.614,0.309,25.61,23.28,0.44,0.37,165.59,7.41,,,0.0,0.44,0.37,7.41,0.41381115789967554,1,,,-2147483648,1,1,,4.402286369717633,,2.1468325873351337
005636.88+293133.0,14.15367058751815,29.52585000026832,QSO,3.322,VI,3.3223373889923096,0,3.322,3.0,1.0,3.324230552014594,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,005636+293134,14.153573586386749,0.04,29.526165567285123,0.7,37.2,1.2,17.2,15.2,1.1759748284315676,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,3.246603326431327,,
005653.25-094121.8,14.221907,-9.689413,QSO,3.243961,DR6Q_HW,-1.0,-1,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,005653-094110,14.224244659481792,0.11,-9.686139980896215,1.9,10.1,0.5,41.3,24.5,14.410147844091355,1,,,-2147483648,1,1,J005654-094113,14.227131659596884,0.002552,-9.687124091706036,0.004129,0.05606,0.009941,0.063559,0.0143634,144.302,13.669,135.1443,13.947555,-70.487503,133.945,128.432,-67.023911,20.289153192991364,2,,,932,1,1,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,56.14432116967335,202.80732334670066,
005726.61+165723.2,14.360906664280776,16.956469796058258,QSO,3.032,VI,3.031317710876465,0,3.032,3.0,1.0,3.0389887019477317,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,005726+165723,14.360866814976117,0.06,16.956443366698323,0.8,21.6,0.8,22.8,17.5,0.16697989392633666,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J005726.6+165724,14.360996814926018,0.25,16.956875922267454,0.24,17.586,0.718,18.016,0.421,25.32,24.11,0.61,0.55,51.82,20.48,,,0.0,0.61,0.55,20.48,1.4946476503480453,1,,,-2147483648,1,1,,1.182562967609611,,5.740258921465489
005935.40-073621.5,14.897510255666944,-7.605987724759763,QSO,3.038,VI,3.038252353668213,0,3.038,3.0,1.0,3.0368402556805982,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,005934-073636,14.893661106102194,0.17,-7.610084355406981,3.0,6.3,0.5,45.1,31.4,20.153130844332384,1,,,-2147483648,1,1,J005933-073637,14.891439439459146,0.002232,-7.610356022305981,0.00327,0.056284,0.008578,0.055656,0.0106177,138.747,10.6286,123.1535,10.52138,-64.43087,133.565,129.392,-66.816101,26.76880183421212,2,,,1076,1,1,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,69.81242401099993,267.5959095429571,
010034.14+265922.9,15.142260266876065,26.98970409211922,QSO,3.265,VI,3.2670273780822754,0,3.265,3.0,1.0,3.253744682919123,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,010034+265925,15.142907251628332,0.12,26.99036011511246,1.6,8.8,0.5,28.3,24.9,3.1440595617797773,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J010034.1+265923,15.142145585036433,0.33,26.989844003921633,0.29,11.704,0.585,11.383,0.331,26.2,24.55,0.79,0.69,87.61,19.28,,,0.0,0.79,0.69,19.28,0.6237297600800397,1,,,-2147483648,1,1,,13.368277110428634,,1.9581415477685702
010248.06+252316.0,15.70028560726746,25.387796494172274,QSO,3.515,VI,3.342341423034668,4,3.515,3.0,1.0,3.5406272134119607,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,010247+252316,15.697907455475978,0.56,25.387887951018367,7.7,2.1,0.4,66.8,61.5,7.741549939488824,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J010247.9+252316,15.699854788783895,1.03,25.387968062333584,0.89,3.913,0.578,3.66,0.319,26.84,24.92,2.42,2.09,94.77,50.56,,,0.0,2.42,2.09,50.56,1.5312577619824657,1,,,-2147483648,1,1,,13.596679338705865,,1.5195052272181564
010511.47+322315.9,16.297793383798876,32.387758211944416,QSO,3.701,VI,3.701284646987915,0,3.701,3.0,1.0,3.697333908540833,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,010511+322318,16.299656489995495,0.59,32.38841579191983,5.9,3.2,0.5,83.8,47.4,6.138629991492733,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,9.473223401036933,,
010701.03+325059.3,16.754304078434643,32.849825841556466,QSO,3.101,VI,3.1006898880004883,0,3.101,3.0,1.0,3.0993869602040247,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,010701+325100,16.754156417329966,0.05,32.849999172994686,0.7,30.7,1.0,21.0,17.6,0.7673322730281035,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,4.090632282134485,,
010733.05+274404.5,16.887723651893452,27.734591813199152,QSO,3.143,VI,3.1434836387634277,0,3.143,3.0,1.0,3.134547484750457,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,010733+274404,16.887615471717165,0.07,27.73469363146791,0.9,17.4,0.7,24.8,19.5,0.5031678654733849,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J010733.0+274403,16.887540471752807,0.25,27.73443218701559,0.24,12.943,0.49,12.171,0.271,26.22,25.41,0.59,0.56,93.62,30.97,7.8,4.39,93.62,0.59,0.56,30.97,0.8190956886089188,1,,,-2147483648,1,1,,2.85280454127959,,3.0958345409504937
010751.90+282314.0,16.966278431979163,28.387234333645118,QSO,3.004,VI,3.00091552734375,0,3.004,3.0,1.0,3.0115103298172556,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,010751+282312,16.96615704975732,0.06,28.386693639726033,0.8,24.0,1.1,19.1,19.9,1.9840976044813006,2,,,1339,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,J010751.8+282313,16.966131383024468,0.2,28.387182195278882,0.19,23.181,0.75,23.952,0.442,25.26,24.02,0.48,0.43,115.99,17.39,,,0.0,0.48,0.43,17.39,0.5021223642601103,1,,,-2147483648,1,1,,4.086043041885129,,2.258792623403337
