sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,match_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,match_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,match_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,match_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
113348.04-001122.0,173.45017159,-0.18945091,QSO,3.61,VI,3.66662264,4,3.61,3.0,1.0,3.62469092,J113348.0-001121,173.45013529,-0.18916908,8.51,10.56,0.192,4.19,1.18,148.2,1.0229826,1,,,NA,1,1,113347-001119,173.44991029,0.09,-0.18885797,1.5,10.2,0.5,24.499998,23.500002,2.33267622,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J113348.0-001120,173.45006962,0.22,-0.18892486,0.22,19.744,0.644,17.776,0.346,27.180002,25.57,0.54,0.48,139.82,13.289999,10.63,5.29,139.82,0.54,0.48,13.289999,1.92904844,1,,,NA,1,1,2.48109723,7.13461952,,7.98245939
220137.50-001427.5,330.40628872,-0.24097916,QSO,3.606,VI,3.58773828,0,3.606,3.0,1.0,3.6105397,J220137.4-001428,330.40616449,-0.24115493,8.23,8.49,0.095,1.65,0.0,96.0,0.77485658,1,,,NA,1,1,220137-001426,330.40745199,0.05,-0.24069937,0.8,24.0,0.8,22.4,16.9,4.30715174,2,0.61339998,3.606,19109,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J220137.7-001426,330.40722965,0.17,-0.24083493,0.15,33.679,0.801,30.369,0.431,27.12,25.57,0.4,0.35,87.1,10.16,10.48,5.37,87.1,0.4,0.35,10.16,3.4268956,2,,,8514,1,1,1.87930326,37.47695603,,17.41428181
024402.75-001533.3,41.01147854,-0.25926518,QSO,3.583,VI,3.59518933,4,3.583,3.0,1.0,3.63736534,J024402.7-001533,41.01141033,-0.25923717,1.71,1.23,0.192,2.69,0.0,103.5,0.26545182,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.64381522,,,
013556.45-001632.4,23.98522576,-0.27568317,QSO,3.006,VI,3.00611019,0,3.006,3.0,1.0,3.00745081,J013556.3-001631,23.984952,-0.2755084,1.02,0.93,0.104,3.39,0.0,46.7,1.16924754,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,2.83584181,,,
105320.42-001649.7,163.3351177,-0.2804764,QSO,4.298,VI,4.29877329,0,4.298,3.0,1.0,4.29056681,J105320.4-001649,163.33510195,-0.28043488,13.31,13.82,0.158,1.61,0.5,151.7,0.15986709,1,,,NA,1,1,105320-001651,163.33449362,0.11,-0.28082933,1.8,9.3,0.5,29.8,24.9,2.58105015,5,0.37329999,4.298,9090,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J105320.4-001649,163.33523562,0.62,-0.28052199,0.48,15.067,1.145,12.457,0.58,29.44,25.68,1.46,1.12,93.83,14.829999,15.55,5.87,93.83,1.46,1.12,14.829999,0.4551121,2,0.37329999,4.298,4290,2,3,0.38773464,15.12923919,,0.75427046
021043.16-001818.4,32.67986743,-0.3051351,QSO,4.65,VI,4.73225498,0,4.65,3.0,1.0,4.68485827,J021043.1-001818,32.67981034,-0.30508248,6.82,8.46,0.101,4.26,1.32,15.7,0.27951992,1,,,NA,1,1,021042-001818,32.678952,0.12,-0.30516581,1.9,9.9,0.5,39.8,26.1,3.29732196,3,0.26460001,4.65,2700,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J021043.1-001817,32.67980067,0.73,-0.30477314,0.77,13.198,1.505,12.181,0.823,26.98,25.1,1.89,1.64,144.39,39.36,10.14,2.24,144.39,1.89,1.64,39.36,1.32503643,2,0.26460001,4.65,1741,2,3,0.67793539,21.09715631,,1.70959456
093715.34-002106.7,144.31395172,-0.35187661,QSO,3.111,VI,3.1106801,0,3.111,3.0,1.0,3.11704768,J093715.3-002107,144.31396862,-0.35194472,4.19,4.05,0.148,1.19,0.0,79.5,0.25265701,1,,,NA,1,1,093715-002108,144.31411862,0.21,-0.35224472,3.3,4.6,0.4,38.7,36.3,1.45506417,2,0.42590001,3.111,6960,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J093715.2-002106,144.31367662,1.26,-0.35166272,0.88,3.797,0.623,3.586,0.344,28.38,23.32,2.99,2.04,100.65,21.81,,,0.0,2.99,2.04,21.81,1.25444689,2,0.42590001,3.111,3475,2,3,0.61278325,2.614175,,1.17035197
220615.63-002301.7,331.56513016,-0.3838075,QSO,3.52999997,VI,3.52030587,0,3.52999997,3.0,1.0,3.50638753,J220615.6-002301,331.56507283,-0.38376874,0.83,0.46,0.097,0.0,0.0,90.9,0.24911281,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.60418731,,,
224145.71-002516.5,340.44047265,-0.42125154,QSO,3.153,VI,3.15329909,0,3.153,3.0,1.0,3.13541456,J224145.7-002516,340.4405645,-0.42130423,6.69,6.99,0.096,2.05,0.0,7.2,0.38123194,1,,,NA,1,1,224145-002513,340.43924367,0.14,-0.42039312,2.8,7.7,0.5,51.3,27.9,5.39660917,2,0.19949999,3.153,19646,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J224145.6-002516,340.44030767,1.07,-0.42126023,1.03,5.654,0.853,4.867,0.445,27.9,26.04,2.63,2.3,128.48,55.539997,12.369999,7.25,128.48,2.63,2.3,55.539997,0.59471745,2,,,8685,1,1,0.92462327,25.7387243,,0.55345927
225114.39-002555.6,342.80998697,-0.43213617,QSO,3.81,VI,3.76477098,4,3.81,3.0,1.0,3.81756954,J225114.3-002556,342.80998951,-0.4322346,2.63,2.03,0.096,0.0,0.0,117.9,0.354489,1,,,NA,1,1,225114-002550,342.80870201,0.49,-0.43078183,8.7,2.2,0.4,72.4,60.5,6.72079937,3,0.21179999,3.81,19790,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J225114.4-002554,342.81005367,1.24,-0.43172105,1.25,3.736,0.765,3.771,0.444,25.07,24.709997,2.98,2.89,145.12,0.01,,,0.0,2.98,2.89,0.01,1.51359845,3,0.21179999,3.81,8994,2,3,0.8597621,9.26657161,,1.20726683
094913.63-002613.4,147.30680959,-0.43707787,QSO,3.179,VI,3.18044066,0,3.179,3.0,1.0,3.18328687,J094913.6-002613,147.30679361,-0.43706155,11.38,11.31,0.149,1.05,0.0,74.2,0.08219951,1,,,NA,1,1,094913-002614,147.30741028,0.1,-0.43727266,1.5,10.3,0.5,25.500002,24.0,2.27329312,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J094913.6-002613,147.30667761,0.69,-0.43709889,0.63,11.629,1.267,11.76,0.737,25.38,24.36,1.62,1.5,89.0,63.56,,,0.0,1.62,1.5,63.56,0.48108589,1,,,NA,1,1,0.1993631,15.29777095,,0.69167637
091329.74-003053.8,138.37394359,-0.51494603,QSO,4.045,VI,4.03337812,0,4.045,3.0,1.0,4.06609028,J091329.7-003054,138.37397278,-0.51502499,3.56,3.02,0.18,0.0,0.0,96.9,0.30305424,1,,,NA,1,1,091330-003050,138.37603528,0.37,-0.51399444,5.8,2.8,0.4,55.2,50.4,8.27244311,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J091329.7-003053,138.37377962,0.6,-0.51480344,0.66,4.571,0.49,4.81,0.293,24.92,23.84,1.55,1.42,177.15,56.45,,,0.0,1.55,1.42,56.45,0.78228518,1,,,NA,1,1,0.7350145,19.65474643,,1.23819928
234127.78-003349.7,355.36575115,-0.56380954,QSO,3.065,VI,3.06547856,0,3.065,3.0,1.0,3.06162203,J234127.7-003348,355.36541869,-0.56353074,0.96,1.27,0.125,4.06,2.12,90.19999,1.56192832,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J234127.7-003345,355.36544969,3.02,-0.56258197,3.71,3.29,0.916,1.742,0.332,45.43,26.0,10.51,4.07,143.04,18.9,37.92,7.15,143.04,10.51,4.07,18.9,4.55054172,1,,,NA,1,1,3.78823256,,,1.24372167
215422.54-003754.0,328.59392524,-0.63167717,QSO,3.282,VI,3.28306341,0,3.282,3.0,1.0,3.27105815,J215422.5-003753,328.59387284,-0.63163004,2.74,2.44,0.134,0.0,0.0,138.7,0.25372311,1,,,NA,1,1,215422-003754,328.59324368,0.56,-0.6319217,6.6,2.4,0.4,76.8,58.7,2.60664562,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J215422.4-003752,328.59370268,0.9,-0.63121004,1.14,3.733,0.609,3.68,0.347,26.86,23.629997,2.71,2.09,167.51,31.46,,,0.0,2.71,2.09,31.46,1.86278738,1,,,NA,1,1,0.61536893,4.31507854,,1.71531605
083109.80-003843.3,127.79085613,-0.64536463,QSO,3.232,VI,3.23656392,0,3.232,3.0,1.0,3.23983642,J083109.8-003843,127.79091862,-0.64537742,2.42,2.5,0.14,1.88,0.0,67.2,0.22961205,1,,,NA,1,1,083109-003847,127.79053529,0.48,-0.64638297,7.9,3.2,0.5,93.2,49.3,3.84365243,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J083109.5-003841,127.78979262,0.92,-0.64495408,0.89,5.563,0.618,4.279,0.295,33.17,24.51,2.61,1.48,133.01,10.789999,21.79,,133.01,2.61,1.48,10.789999,4.10377748,1,,,NA,1,1,0.55689101,2.40085798,,4.45393507
004404.59-004101.1,11.01916336,-0.68364248,QSO,4.42,VI,4.41962433,0,4.42,3.0,-1.0,-1.0,J004404.6-004100,11.01932288,-0.68360142,1.83,1.58,0.14,0.0,0.0,67.2,0.59295193,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.43811967,,,
132139.86-004151.9,200.41611235,-0.69776927,QSO,3.091,VI,3.19070601,64,3.091,3.0,1.0,3.04246988,J132139.8-004152,200.41609357,-0.69789956,4.07,3.85,0.182,2.35,0.0,49.3,0.47390022,1,,,NA,1,1,132140-004153,200.41786857,0.29,-0.69822178,4.4,3.9,0.5,52.7,42.2,6.52842595,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J132139.8-004151,200.41600457,0.74,-0.69754056,0.61,6.21,0.629,5.628,0.339,27.629997,24.97,1.75,1.43,89.19,25.450003,,,0.0,1.75,1.43,25.450003,0.91018737,1,,,NA,1,1,1.14937685,20.6121602,,1.42972911
230623.70-004611.2,346.59875964,-0.76978871,QSO,3.588,VI,3.58824277,0,3.588,3.0,1.0,3.58443357,J230623.7-004611,346.5989812,-0.76986207,1.2,1.77,0.142,5.96,0.0,79.1,0.84015974,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,2.03768669,,,
230056.18-004737.4,345.23408715,-0.79373436,QSO,3.237,VI,3.23716283,0,3.237,3.0,1.0,3.22999328,J230056.1-004737,345.23412287,-0.79375941,1.34,1.29,0.15,0.7,0.0,113.4,0.15705087,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.38090432,,,
223421.08-004800.5,338.58784931,-0.80015172,QSO,3.027,VI,2.98812795,4,3.027,3.0,1.0,3.02634486,J223421.0-004800,338.5878187,-0.80012659,1.78,1.44,0.144,0.0,0.0,89.7,0.14255529,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J223420.9-004800,338.5872867,2.43,-0.80021537,1.85,2.282,0.64,1.771,0.31,30.709997,26.230001,5.76,4.29,101.09,48.88,17.84,7.93,101.09,5.76,4.29,48.88,2.03811565,1,,,NA,1,1,0.34574737,,,0.84184307
121308.33-004823.9,183.2847239,-0.80664722,QSO,3.404,VI,3.40453434,0,3.404,3.0,1.0,3.42149197,J121308.2-004824,183.28456023,-0.80670057,1.61,1.21,0.157,2.42,0.0,72.3,0.61967491,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.50293243,,,
211844.10-005038.3,319.6837603,-0.84397396,QSO,3.5150001,VI,3.50869513,4,3.5150001,3.0,1.0,3.5058803,J211844.0-005038,319.68367701,-0.84413884,1.21,1.29,0.141,3.97,0.0,113.49999,0.66498117,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.61281623,,,
020742.37-005131.5,31.92655682,-0.8587581,QSO,3.699,VI,3.6999402,0,3.699,3.0,1.0,3.69939865,J020742.3-005131,31.9265354,-0.85873533,25.46,26.06,0.152,1.01,0.74,118.00001,0.11252705,1,,,NA,1,1,020742-005130,31.9261604,0.05,-0.85847144,0.8,25.9,0.9,17.3,16.7,1.76100584,3,,,2663,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J020742.3-005131,31.92633373,0.48,-0.85879922,0.43,29.746,2.108,28.094,1.171,26.44,25.05,1.13,1.02,98.93,32.83,8.53,1.63,98.93,1.13,1.02,32.83,0.81656529,1,,,NA,1,1,0.27291819,12.82715695,,1.67179781
234631.24-005539.5,356.6301666,-0.92765423,QSO,3.207,VI,3.20675254,0,3.207,3.0,1.0,3.19369197,J234631.2-005539,356.63029373,-0.92765007,2.32,1.63,0.145,0.0,0.0,148.8,0.457837,1,,,NA,1,1,234630-005525,356.62836873,0.46,-0.92364174,11.5,2.9,0.5,110.00001,53.4,15.82838406,4,0.45019999,3.207,20560,4,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J234631.1-005539,356.62966773,0.79,-0.92761585,0.83,6.769,0.704,5.151,0.337,30.49,26.94,2.1,1.67,141.61,22.91,17.45,10.03,141.61,2.1,1.67,22.91,1.80102117,2,,,9449,1,1,1.11041782,13.80464655,,2.26110843
005519.76-005920.1,13.83235191,-0.98891724,QSO,3.425,VI,3.42313623,0,3.425,3.0,1.0,3.40376607,J005519.7-005920,13.83207708,-0.98898447,47.03,63.66,0.217,4.87,0.78,80.5,1.01844523,1,,,NA,1,1,005519-005920,13.83191041,0.03,-0.98911224,0.6,63.9,2.0,17.6,15.6,1.73733127,2,,,1153,1,1,J005519-005924,13.83239074,0.000457,-0.99021413,0.000692,0.481215,0.015043,0.440388,0.0159433,139.938,1.85004,129.8301,1.635205,-73.151505,145.824,136.166,-26.072126,4.67089512,36,0.31079999,3.425,2323,11,3,J005519.6-005919,13.83197574,0.11,-0.98876313,0.09,115.034,1.832,112.461,1.039,27.05,23.65,0.27,0.2,85.03,3.01,,,0.0,0.27,0.2,3.01,1.46327393,1,,,NA,1,1,2.47009253,15.26532419,46.70783347,9.99817246
092025.91-010022.5,140.10797249,-1.00625483,QSO,3.692,VI,3.68254685,0,3.692,3.0,1.0,3.69970086,J092025.9-010022,140.10795193,-1.00628618,7.77,7.24,0.153,0.0,0.0,96.4,0.13497851,1,,,NA,1,1,092026-010026,140.10836859,0.13,-1.00741118,2.2,8.1,0.5,41.4,26.7,4.40025169,2,,,6457,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J092025.8-010030,140.10782759,1.14,-1.00856152,0.47,13.219,0.823,9.161,0.286,47.9,22.22,2.8,0.73,162.27,3.4,40.85,,162.27,2.8,0.73,3.4,8.32043123,1,,,NA,1,1,0.32737098,8.89604745,,17.2874099
141205.79-010152.8,213.02416391,-1.03133798,QSO,3.752,VI,3.7513876,0,3.752,3.0,1.0,3.74291637,J141205.7-010152,213.0240477,-1.03130645,4.06,4.25,0.151,3.0,0.0,77.6,0.43342121,1,,,NA,1,1,141205-010152,213.02345186,0.28,-1.03119534,4.4,3.6,0.4,46.5,42.7,2.6138819,2,0.54860002,3.752,14520,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J141205.8-010153,213.02432753,0.77,-1.03140389,0.76,7.358,0.758,5.852,0.374,29.2,26.92,1.93,1.66,134.61,33.52,15.07,9.99,134.61,1.93,1.66,33.52,0.63494732,1,,,NA,1,1,1.05120084,8.62089387,,0.81922499
090601.15-010411.4,136.50480029,-1.06984576,QSO,3.305,VI,3.31779504,0,3.305,3.0,1.0,3.3113856,J090601.1-010411,136.5047686,-1.06993603,12.64,13.11,0.153,1.61,0.0,100.0,0.34441893,1,,,NA,1,1,090601-010410,136.50470193,0.08,-1.06954992,1.3,13.1,0.6,25.9,20.9,1.12232115,2,0.49309999,3.305,6098,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J090601.0-010410,136.5042806,0.24,-1.06965936,0.24,13.506,0.519,13.118,0.294,25.67,25.11,0.58,0.56,126.68,40.47,5.77,2.02,126.68,0.58,0.56,40.47,1.98728043,2,,,2854,1,1,0.8353386,2.88265988,,7.64338625
233101.65-010604.2,352.75688308,-1.10117178,QSO,3.498,VI,3.50956774,0,3.498,3.0,1.0,3.51283331,J233101.6-010604,352.75683124,-1.10113376,3.07,3.66,0.138,3.06,1.77,104.4,0.23139343,1,,,NA,1,1,233102-010558,352.7584104,0.33,-1.09955876,7.0,3.4,0.5,72.6,46.4,7.9962959,3,0.38460001,3.498,20314,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J233101.6-010603,352.75685974,0.94,-1.1008682,1.01,4.167,0.653,4.12,0.374,26.22,24.13,2.48,2.1,149.63,45.639996,,,0.0,2.48,2.1,45.639996,1.09608512,1,,,NA,1,1,0.5612115,15.96434338,,1.08043665
021149.15-010956.7,32.95482139,-1.16577183,QSO,3.537,VI,3.53628159,4,3.537,3.0,1.0,3.58588694,J021149.1-010956,32.95483543,-1.16574634,3.92,3.56,0.143,0.0,0.0,28.499998,0.10476207,1,,,NA,1,1,021149-010954,32.95432709,0.21,-1.16502689,4.1,5.0,0.5,51.9,36.3,3.21824339,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J021149.1-011000,32.95494676,2.04,-1.16674911,1.98,4.619,1.265,3.722,0.631,28.68,27.06,4.99,4.47,52.209995,121.08,14.05,10.33,52.209995,4.99,4.47,121.08,3.54704667,1,,,NA,1,1,0.25408535,7.67683209,,1.78831998
121519.77-011140.7,183.83239577,-1.19464078,QSO,3.01,VI,3.00093579,0,3.01,3.0,1.0,2.97352588,J121519.8-011140,183.83258519,-1.19467563,6.21,6.39,0.175,1.51,0.0,29.6,0.69321391,1,,,NA,1,1,121519-011144,183.83145185,0.25,-1.19577563,3.9,4.0,0.4,43.4,40.1,5.31344829,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J121519.7-011139,183.83212452,0.52,-1.19439285,0.49,7.46,0.611,7.363,0.349,25.88,24.48,1.26,1.13,62.109997,35.6,,,0.0,1.26,1.13,35.6,1.32278838,1,,,NA,1,1,1.68129071,12.66079838,,2.56602303
024054.72-011215.8,40.2280149,-1.20441557,QSO,3.287,VI,3.28803635,0,3.287,3.0,1.0,3.30058292,J024054.6-011216,40.22776876,-1.2044428,1.3,1.06,0.148,4.03,0.0,73.9,0.89132347,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,2.16177696,,,
145753.04-011358.8,224.471005,-1.233003,QSO,3.50373,DR6Q_HW,-1.0,-1,-1.0,-1.0,-1.0,-1.0,J145753.0-011358,224.47110602,-1.23288818,15.76,17.43,0.154,2.35,1.3,51.8,0.55049605,1,,,NA,1,1,145753-011400,224.47099352,0.06,-1.23336318,1.0,18.4,0.7,21.7,18.4,1.29730573,5,,,15659,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J145752.9-011358,224.47067052,0.33,-1.23285307,0.34,14.483,0.802,14.73,0.468,25.290003,24.32,0.82,0.76,143.85,34.18,,,0.0,0.82,0.76,34.18,1.31932631,1,,,NA,1,1,1.33514903,1.33800921,,3.80902477
122045.25-011426.7,185.18857305,-1.24077121,QSO,3.054,VI,3.05311847,0,3.054,3.0,1.0,3.04932592,J122045.2-011427,185.18861018,-1.24093687,4.41,4.05,0.14,0.0,0.0,113.99999,0.61118684,1,,,NA,1,1,122045-011429,185.18995185,0.42,-1.24149798,6.1,3.2,0.5,75.0,48.300003,5.61000114,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J122045.1-011426,185.18820251,1.74,-1.24079298,1.63,4.84,1.194,4.304,0.635,28.19,24.96,4.4,3.48,53.11,52.67,12.97,,53.11,4.4,3.48,52.67,1.33590617,1,,,NA,1,1,1.48234583,11.50221089,,0.76668078
003505.77-011635.4,8.77405029,-1.27652047,QSO,3.045,VI,0.77812135,4,3.045,3.0,1.0,3.06148588,J003505.7-011635,8.77401044,-1.27663499,3.32,3.16,0.188,1.83,0.0,96.0,0.43649708,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.05866093,,,
214155.04-011734.3,325.47934634,-1.29286802,QSO,3.286,VI,3.29116774,0,3.286,3.0,1.0,3.2890785,J214155.0-011734,325.47930621,-1.29282466,14.22,14.13,0.138,0.93,0.0,135.7,0.21266076,1,,,NA,1,1,214154-011737,325.47878538,0.08,-1.29361633,1.2,13.1,0.6,24.2,21.1,3.36650942,2,0.49349999,3.286,18931,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J214155.0-011734,325.47917071,0.28,-1.29286822,0.3,16.827,0.754,15.537,0.412,26.7,25.36,0.73,0.66,153.89,21.65,9.34,4.27,153.89,0.73,0.66,21.65,0.63211445,2,,,8262,1,1,0.5157781,15.92337555,,2.12603083
112316.92-011831.3,170.82051167,-1.30872174,QSO,3.205,VI,3.20739675,0,3.205,3.0,1.0,3.19430213,J112316.8-011831,170.82033519,-1.30873551,3.45,3.4,0.151,1.84,0.0,163.9,0.63707912,1,,,NA,1,1,112316-011828,170.81870186,0.32,-1.3080244,6.2,4.7,0.5,87.5,38.6,6.98063944,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J112316.8-011829,170.82037452,0.73,-1.30820262,0.66,5.654,0.593,5.21,0.323,27.72,24.469997,1.83,1.43,57.060005,21.43,11.98,,57.060005,1.83,1.43,21.43,1.93289482,1,,,NA,1,1,1.54514382,19.43269458,,2.87861048
093323.18-012307.1,143.34660493,-1.38530844,QSO,3.238,VI,3.23779488,0,3.238,3.0,1.0,3.24441152,J093323.1-012307,143.34636023,-1.38544189,1.13,1.13,0.142,5.03,0.0,91.0,1.00315807,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J093323.1-012308,143.34627157,1.29,-1.38560867,1.39,1.853,0.423,1.954,0.253,24.87,23.87,3.29,3.02,15.85,127.37,,,0.0,3.29,3.02,127.37,1.61479481,1,,,NA,1,1,2.43301576,,,1.2088417
105407.13-012342.3,163.52974392,-1.39511001,QSO,3.984,VI,3.98448682,0,3.984,3.0,1.0,3.97258648,J105407.1-012342,163.52978936,-1.39511268,58.77,61.04,0.143,1.28,1.0,134.7,0.16381282,1,,,NA,1,1,105407-012342,163.52982686,0.03,-1.39505156,0.6,55.2,1.7,17.8,14.6,0.36520407,3,,,9121,1,1,J105407-012349,163.53009953,0.000535,-1.39694901,0.000565,0.288944,0.008979,0.290989,0.0104186,140.407,1.7473,132.8349,1.687697,-2.09777,142.77,129.718,-0.474581,6.74294673,21,0.17820001,3.984,9683,9,3,J105407.0-012342,163.52949453,0.07,-1.39513901,0.07,86.173,1.013,84.599,0.578,25.46,25.01,0.18,0.17,72.66,15.289999,4.84,0.29,72.66,0.18,0.17,15.289999,0.90360202,2,,,4289,1,1,0.39730445,2.87989038,67.42839601,7.40259627
012315.15-012448.2,20.81315827,-1.41339204,QSO,4.073,VI,4.07291317,0,4.073,3.0,1.0,4.04702327,J012315.1-012448,20.81318129,-1.41338373,1.44,1.11,0.152,0.0,0.0,117.0,0.08806652,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.21359269,,,
140511.29-012647.8,211.29706955,-1.4466279,QSO,3.063,VI,3.06329656,0,3.063,3.0,1.0,3.06317625,J140511.3-012647,211.29718515,-1.44657016,3.81,3.87,0.158,1.16,0.0,73.6,0.46507351,1,,,NA,1,1,140511-012643,211.29757682,0.36,-1.44550071,5.5,3.5,0.5,69.9,44.7,4.44962703,4,0.13510001,3.063,14333,4,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J140511.3-012647,211.29736749,0.91,-1.44664371,0.86,5.689,0.742,5.11,0.398,28.22,24.689999,2.33,1.81,127.74,25.56,13.02,,127.74,2.33,1.81,25.56,1.07372398,2,,,6517,1,1,1.12796893,4.94141101,,1.17305059
