sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,match_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,match_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,match_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,match_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
114602.78+003445.4,176.51160091,0.57930269,QSO,3.04,VI,3.03968954,0,3.04,3.0,1.0,3.03291802,J114602.7+003445,176.51163119,0.57928619,6.13,6.41,0.199,2.4,0.0,59.2,0.12413679,1,,,NA,1,1,114602+003449,176.51132703,0.19,0.58036397,3.3,5.5,0.5,47.2,33.7,3.9457622,3,0.17399999,3.04,10519,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J114602.7+003445,176.51138069,0.76,0.57937786,1.05,4.473,0.701,4.969,0.43,26.469997,21.25,2.57,1.64,158.27,17.56,,,0.0,2.57,1.64,17.56,0.83766348,1,,,NA,1,1,0.30107594,4.73556621,,1.0655286
002749.04+003300.2,6.9543474,0.55005645,QSO,3.0886519,PIPE,3.0886519,0,-1.0,0.0,1.0,3.07184608,J002748.9+003300,6.95401025,0.55010372,16.38,19.21,0.109,3.35,0.0,102.8,1.22557033,1,,,NA,1,1,002748+003258,6.95399358,0.06,0.5496926,0.9,20.2,0.7,18.5,18.2,1.82700438,3,,,548,1,1,J002748+003255,6.95324858,0.001162,0.54886016,0.001649,0.131643,0.010081,0.118136,0.0104615,142.395,3.91807,121.8579,4.257258,-75.522331,143.145,135.111,-16.208677,5.8475278,30,0.1979,3.0886519,2180,13,3,J002748.9+003300,6.95407958,0.35,0.55026316,0.33,35.746,1.901,33.865,1.058,26.41,25.0,0.85,0.76,59.13,24.12,8.45,0.33,59.13,0.85,0.76,24.12,1.217909,1,,,NA,1,1,2.97244468,11.01721456,58.46915766,3.4165484
022337.76+003230.6,35.90734819,0.54185693,QSO,3.04,VI,3.01776028,0,3.04,3.0,-1.0,-1.0,J022337.7+003230,35.90732692,0.54184842,3.11,3.04,0.107,1.91,0.0,66.4,0.08250395,1,,,NA,1,1,022337+003240,35.90720192,0.41,0.54444564,6.7,2.7,0.4,59.099995,54.300003,9.33421356,4,0.36039999,3.04,2899,4,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.20010146,1.86847999,,
030025.23+003224.2,45.105127,0.540065,QSO,4.1998,DR6Q_HW,-1.0,-1,-1.0,-1.0,-1.0,-1.0,J030025.2+003224,45.10509359,0.54008547,7.72,7.69,0.107,0.69,0.0,146.6,0.14105698,1,,,NA,1,1,030025+003231,45.10607692,0.15,0.54200213,2.9,6.7,0.5,44.7,30.2,7.76694833,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J030025.1+003224,45.10475859,1.44,0.54022513,1.26,4.032,0.84,3.771,0.463,26.769999,24.97,3.4,2.97,88.58,74.43,,,0.0,3.4,2.97,74.43,1.44610509,1,,,NA,1,1,0.34211343,19.11991686,,1.02575645
135439.61+003139.0,208.66504226,0.52750323,QSO,3.248,VI,3.24848008,0,3.248,3.0,1.0,3.23492155,J135439.6+003138,208.66503536,0.52749401,2.97,3.02,0.169,2.56,0.0,147.2,0.04145876,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J135439.7+003137,208.66544569,1.3,0.52716957,1.6,4.665,0.977,4.062,0.513,28.59,25.12,3.83,2.98,164.13,42.24,13.86,2.39,164.13,3.83,2.98,42.24,1.88468526,1,,,NA,1,1,0.10055227,,,1.34242908
221759.44+003055.2,334.49770282,0.51535662,QSO,3.095,VI,3.09552026,0,3.095,3.0,1.0,3.09618792,J221759.4+003054,334.49782277,0.51520645,19.68,20.9,0.099,1.61,1.31,153.9,0.69190266,1,,,NA,1,1,221759+003054,334.4979936,0.06,0.51513423,0.9,19.2,0.7,20.3,18.2,1.31785496,3,,,19304,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J221759.4+003055,334.4976716,0.16,0.51529934,0.16,31.355,0.826,31.325,0.476,25.370003,24.68,0.39,0.37,110.54,23.56,,,0.0,0.39,0.37,23.56,0.23485984,1,,,NA,1,1,1.67811044,9.01945408,,1.24475465
233930.00+003017.2,354.87502045,0.50480077,QSO,3.051,VI,3.05102372,0,3.051,3.0,1.0,3.0492963,J233930.0+003017,354.87505193,0.50488866,25.39,26.17,0.102,1.3,0.69,34.7,0.3360552,1,,,NA,1,1,233930+003017,354.87503526,0.05,0.5048581,0.8,26.2,0.9,19.9,17.8,0.21315216,8,,,20433,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J233930.0+003017,354.87505859,0.2,0.50473699,0.21,19.717,0.633,18.469,0.35,26.290003,25.4,0.51,0.47,10.31,22.390001,8.12,4.4,10.31,0.51,0.47,22.390001,0.26753648,2,,,9493,1,1,0.81505357,0.54111471,,1.162583
111026.46+002937.2,167.61025826,0.49367796,QSO,3.811,VI,3.81522679,0,3.811,3.0,1.0,3.79899838,J111026.4+002937,167.61018535,0.49375088,1.8,1.64,0.149,1.38,0.0,89.7,0.37122185,1,,,NA,1,1,111026+002944,167.61049368,0.22,0.49561477,13.9,8.3,1.5,112.09999,37.1,7.023807,3,0.001,3.811,9564,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J111026.7+002937,167.61141168,0.56,0.49368365,0.53,10.485,0.729,7.794,0.344,29.72,28.33,1.34,1.22,59.4,38.97,16.03,13.31,59.4,1.34,1.22,38.97,4.15219335,2,,,4561,1,1,0.90034524,3.54253173,,7.29917726
131557.27+002858.7,198.98864942,0.48298931,QSO,3.207,VI,3.22878671,64,3.207,3.0,1.0,3.21090116,J131557.2+002858,198.98855619,0.48289504,1.86,1.48,0.152,0.0,0.0,152.4,0.47732424,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J131557.2+002857,198.98851469,1.22,0.48273259,1.41,2.571,0.561,2.637,0.329,25.86,23.59,3.38,2.8,161.8,56.620003,,,0.0,3.38,2.8,56.620003,1.04373728,2,0.4048,3.207,5953,2,3,1.15768132,,,0.76451037
013249.38+002627.0,23.20576163,0.44085689,QSO,3.181,VI,3.18252993,0,3.181,3.0,1.0,3.17977311,J013249.3+002626,23.20576443,0.44081097,3.45,3.29,0.096,0.0,0.0,46.4,0.16562765,1,,,NA,1,1,013249+002626,23.20695193,0.35,0.44080541,5.4,3.1,0.4,53.4,48.8,4.2889506,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.40170607,11.77169946,,
222032.49+002537.4,335.13541544,0.42708165,QSO,4.196,VI,4.20749378,0,4.196,3.0,1.0,4.20152847,J222032.6+002536,335.13586028,0.42667038,61.86,92.65,0.1,6.23,1.28,134.9,2.18092543,1,,,NA,1,1,222032+002535,335.13578528,0.03,0.42663427,0.6,88.0,2.7,14.7,14.2,2.08961025,2,,,19331,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J222032.5+002536,335.13573861,0.03,0.42688238,0.03,149.746,0.716,140.959,0.397,26.1,25.48,0.07,0.07,136.93,4.87,7.42,4.83,136.93,0.07,0.07,4.87,1.36676619,1,,,NA,1,1,5.28952105,13.02414507,,13.09124565
021928.90+002441.9,34.87043852,0.41164351,QSO,3.396,VI,3.40241575,0,3.396,3.0,1.0,3.39215908,J021928.8+002442,34.87036026,0.41167609,54.64,56.55,0.106,1.31,0.72,73.8,0.30513508,1,,,NA,1,1,021928+002441,34.87016026,0.03,0.41155664,0.6,58.0,1.8,19.2,16.4,1.04936885,2,,,2830,1,1,J021928+002446,34.8696106,0.000525,0.41288509,0.000633,0.309831,0.009723,0.311745,0.0112809,136.408,1.70437,136.1477,1.766931,0.862361,139.055,132.746,1.735477,5.3722323,37,0.001,3.396,4617,10,3,J021928.8+002442,34.8701476,0.08,0.41178509,0.07,92.389,1.081,88.534,0.606,26.56,24.56,0.19,0.16,93.23001,3.7,,,0.0,0.19,0.16,3.7,1.16471437,1,,,NA,1,1,0.74006127,9.60816041,53.72135137,9.18213299
092059.54+002435.5,140.24810347,0.409883,QSO,3.176,VI,3.17718816,0,3.176,3.0,1.0,3.17533289,J092059.5+002435,140.24816032,0.40984437,3.28,3.23,0.132,1.65,0.0,26.0,0.2474447,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J092059.6+002435,140.24841266,1.83,0.40987848,2.73,2.635,0.761,1.967,0.358,32.22,25.98,6.43,4.31,176.94002,38.48,20.32,7.08,176.94002,6.43,4.31,38.48,1.11316816,2,,,3117,1,1,0.60014155,,,0.6073468
220900.77+002357.6,332.25324627,0.39935169,QSO,3.125,VI,3.12498713,0,3.125,3.0,1.0,3.11002537,J220900.7+002357,332.25314778,0.39917574,0.75,0.64,0.097,1.7,0.0,26.0,0.72589441,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.76055255,,,
225828.17+002319.9,344.61739411,0.38887399,QSO,3.142,VI,3.09775686,0,3.142,3.0,1.0,3.11032996,J225828.2+002320,344.61749777,0.38899332,1.01,0.68,0.104,1.66,0.0,45.9,0.56903099,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.38010287,,,
000221.12+002149.3,0.58800093,0.36370402,QSO,3.07,VI,3.0500114,0,3.07,3.0,1.0,3.06826282,J000221.1+002149,0.58802277,0.36377531,12.26,12.98,0.107,1.8,1.07,1.2,0.26840929,1,,,NA,1,1,000221+002147,0.5879936,0.08,0.3631642,1.2,13.1,0.6,23.500002,21.4,1.9435422,4,0.31889999,3.07,43,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J000221.1+002149,0.5880866,0.55,0.36373053,0.53,14.666,1.16,12.854,0.613,27.14,26.3,1.31,1.24,72.28,64.38,10.5,8.17,72.28,1.31,1.24,64.38,0.32284389,2,,,158,1,1,0.65098815,1.62696631,,0.57939137
214920.22+002141.8,327.33428802,0.36163856,QSO,3.101,VI,3.10175276,0,3.101,3.0,1.0,3.09320471,J214920.2+002141,327.33425612,0.36161156,3.48,3.28,0.101,0.0,0.0,7.7,0.1504484,1,,,NA,1,1,214920+002140,327.33520195,0.44,0.36132822,6.0,2.7,0.4,66.5,53.099995,3.47460475,2,0.2658,3.101,18981,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J214920.1+002141,327.33408062,0.71,0.36158689,0.61,6.069,0.584,5.299,0.307,28.02,25.549997,1.7,1.42,104.65,26.87,12.630001,5.29,104.65,1.7,1.42,26.87,0.76944142,2,,,8243,1,1,0.36489097,7.29392728,,1.08390608
025807.91+002126.7,44.53297112,0.35743875,QSO,3.376,VI,3.37707591,0,3.376,3.0,1.0,3.37961816,J025807.9+002126,44.53303527,0.35749096,9.95,11.39,0.103,2.92,1.48,155.2,0.29775567,1,,,NA,1,1,025807+002128,44.53295194,0.08,0.35786319,1.2,13.0,0.6,23.7,21.4,1.52952876,2,,,3285,1,1,J025807+002133,44.5306786,0.003135,0.35932107,0.00484,0.043596,0.007944,0.049753,0.0119265,170.914,21.1849,129.127,12.17854,0.580479,145.686,132.747,1.264753,10.67846806,32,0.15459999,3.376,5131,14,3,J025807.8+002126,44.5326716,0.24,0.35740507,0.22,18.411,0.672,17.972,0.382,26.180002,24.469997,0.57,0.5,105.2,13.26,,,0.0,0.57,0.5,13.26,1.08504351,1,,,NA,1,1,0.72216358,1.37877444,106.70309377,4.17734587
210258.22+002023.4,315.742592,0.339851,QSO,3.344267,DR6Q_HW,-1.0,-1,-1.0,-1.0,-1.0,-1.0,J210258.2+002023,315.74260613,0.33994711,1.29,0.96,0.122,2.31,0.0,93.1,0.34971161,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.84817525,,,
130348.94+002010.5,195.95391879,0.33625578,QSO,3.635,VI,3.70817924,64,3.635,3.0,1.0,3.61798154,J130348.9+002010,195.95397284,0.33623147,1.11,0.97,0.152,2.3,0.0,47.8,0.21336955,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.51749718,,,
024616.59+001953.6,41.56915946,0.33157211,QSO,3.794,VI,3.7915113,0,3.794,3.0,1.0,3.81804174,J024616.6+001953,41.56923944,0.33163511,3.0,2.69,0.099,0.0,0.0,52.999996,0.366506,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.88890761,,,
144814.40+001917.7,222.06000684,0.32160098,QSO,3.194,VI,3.19345403,0,3.194,3.0,1.0,3.18734019,J144814.4+001917,222.05999367,0.32163984,2.77,2.99,0.199,2.26,0.82,144.8,0.14770154,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.35822886,,,
084455.07+001848.4,131.22947906,0.31347168,QSO,3.692,VI,3.69217682,0,3.692,3.0,1.0,3.69042612,J084455.0+001848,131.22948532,0.31346971,6.05,5.62,0.144,0.0,0.0,138.1,0.02359909,1,,,NA,1,1,084455+001849,131.22974365,0.2,0.31367249,4.2,6.6,0.5,66.2,39.1,1.19575561,4,0.259,3.692,5455,4,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J084454.9+001848,131.22903765,0.37,0.31355282,0.37,9.017,0.537,8.874,0.307,25.500002,24.92,0.89,0.85,38.01,61.2,5.0,,38.01,0.89,0.85,61.2,1.61569337,2,,,2902,1,1,0.0572362,4.26315118,,4.21548965
223843.57+001647.9,339.68155355,0.27999166,QSO,3.448,VI,3.44963288,0,3.448,3.0,1.0,3.43499938,J223843.5+001648,339.68156862,0.2800096,35.56,36.91,0.104,1.29,0.96,44.8,0.084337,1,,,NA,1,1,223843+001648,339.68141028,0.04,0.27999571,0.7,38.5,1.2,19.7,15.5,0.51595086,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J223843.5+001648,339.68133862,0.07,0.28008171,0.07,45.927,0.541,45.308,0.309,25.290003,25.06,0.17,0.17,137.09,29.78,3.81,1.63,137.09,0.17,0.17,29.78,0.83890737,1,,,NA,1,1,0.20454727,4.78861621,,6.87259703
005722.31+001644.6,14.34295969,0.27907738,QSO,3.139,VI,3.13993382,0,3.139,3.0,1.0,3.13422668,J005722.3+001644,14.34295194,0.27907948,3.2,3.05,0.133,1.69,0.0,89.80001,0.02890172,1,,,NA,1,1,005721+001646,14.34116028,0.37,0.27949892,6.1,3.5,0.5,64.6,49.2,6.65320423,2,0.53369999,3.139,1196,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.07009696,16.90304661,,
234907.26+001559.2,357.28025435,0.26646782,QSO,3.69,VI,7.01124477,0,3.69,3.0,1.0,1.02322797,J234907.2+001559,357.28023528,0.26653332,9.3,9.2,0.099,0.52,0.0,58.6,0.24561522,1,,,NA,1,1,234907+001601,357.27974361,0.1,0.26716388,1.6,10.0,0.5,26.2,24.4,3.10801196,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J234907.1+001600,357.27998261,0.44,0.26682021,0.47,9.428,0.862,6.907,0.293,26.86,23.629997,1.21,0.93,127.270004,14.18,,,0.0,1.21,0.93,14.18,1.60198995,1,,,NA,1,1,0.59570441,13.09474313,,3.41619174
211236.82+001520.8,318.1534451,0.25578949,QSO,3.187,VI,3.18826723,0,3.187,3.0,1.0,3.20019285,J211236.8+001521,318.15363113,0.25595832,1.08,0.59,0.112,0.0,0.0,81.4,0.90435567,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,2.19338467,,,
114351.35+001428.6,175.96398456,0.24129068,QSO,3.21,VI,3.21468663,0,3.21,3.0,1.0,3.20171841,J114351.3+001428,175.96378116,0.24128624,7.31,7.53,0.141,1.72,0.0,166.0,0.7323932,1,,,NA,1,1,114351+001427,175.96399366,0.13,0.24108624,2.0,7.6,0.5,30.0,27.7,0.73670637,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J114351.3+001429,175.96379366,0.53,0.24160591,0.59,9.733,0.835,9.088,0.46,26.65,25.12,1.39,1.24,166.36,35.75,9.23,2.43,166.36,1.39,1.24,35.75,1.32668521,1,,,NA,1,1,1.77631442,0.41834087,,2.28467674
031452.06+001346.3,48.71695,0.229539,QSO,3.200287,DR6Q_HW,-1.0,-1,-1.0,-1.0,-1.0,-1.0,J031452.0+001346,48.71700612,0.22959693,8.41,8.51,0.108,1.61,0.0,17.2,0.29035246,1,,,NA,1,1,031451+001343,48.71607695,0.13,0.2288636,1.9,8.0,0.5,29.4,29.0,3.97367765,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J031452.0+001347,48.71682462,0.74,0.22979549,0.57,10.702,1.118,10.537,0.637,26.92,23.6,1.74,1.34,90.21,19.93,,,0.0,1.74,1.34,19.93,1.02777232,1,,,NA,1,1,0.70420815,19.20549695,,1.70620905
000051.56+001202.5,0.21485717,0.20071628,QSO,3.865,VI,3.8809011,4,3.865,3.0,1.0,3.88173613,J000051.5+001202,0.21486445,0.20070305,2.74,2.64,0.103,1.2,0.0,34.9,0.05435939,1,,,NA,1,1,000051+001159,0.21411862,0.47,0.1998586,11.6,2.4,0.5,99.0,59.000004,4.07462165,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.13184089,5.53951956,,
025905.63+001121.9,44.77347806,0.18942793,QSO,3.373,VI,3.37263083,0,3.373,3.0,1.0,3.36176415,J025905.6+001122,44.77359779,0.18961321,1.75,1.78,0.101,2.21,0.0,43.000004,0.79415894,1,,,NA,1,1,025905+001123,44.77420195,0.48,0.18994654,8.9,2.4,0.5,76.8,62.1,3.20578321,5,0.34549999,3.373,3298,5,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.92611836,5.31921592,,
110147.88+001039.4,165.44952836,0.17762067,QSO,3.693,VI,3.69280767,0,3.693,3.0,1.0,3.69152286,J110147.8+001039,165.44951032,0.17759828,192.1,197.96,0.142,1.17,0.77,92.9,0.10352548,1,,,NA,1,1,110147+001038,165.44953532,0.03,0.1774205,0.6,197.9,6.0,17.4,15.2,0.72104623,4,,,9304,1,1,J110148+001039,165.45014365,0.000157,0.17769984,0.000165,0.847969,0.007798,0.819447,0.00866294,140.212,0.509659,131.0327,0.490113,1.03648,145.739,130.451,-2.176358,2.23329071,26,0.229,3.693,10264,9,3,J110147.8+001039,165.44922865,0.02,0.17755384,0.02,290.651,1.055,283.367,0.599,25.38,25.27,0.05,0.05,10.63,19.45,4.35,3.64,10.63,0.05,0.05,19.45,1.10545491,1,,,NA,1,1,0.25108616,1.20871724,22.33287958,10.83987716
084223.00+001001.7,130.59584675,0.16714752,QSO,3.421,VI,3.40306377,0,3.421,3.0,1.0,3.41760094,J084223.0+001002,130.59592698,0.16740029,16.01,16.68,0.152,1.97,0.0,4.8,0.95470293,1,,,NA,1,1,084222+001003,130.59566031,0.07,0.16758918,1.0,16.5,0.6,24.8,19.4,1.72583192,1,,,NA,1,1,J084222+001003,130.59322464,0.003038,0.16756784,0.003208,0.062856,0.009989,0.054402,0.0107559,137.236,8.02519,125.4882,12.807878,-89.055908,146.734,135.622,1.935609,9.56006021,24,0.0673,3.421,9092,12,3,J084222.8+001002,130.59534364,0.13,0.16737884,0.13,25.612,0.512,23.957,0.282,26.54,25.21,0.32,0.29,132.51,9.49,8.87,3.1,132.51,0.32,0.29,9.49,1.9934597,1,,,NA,1,1,2.31549471,5.72164237,95.55638967,12.1543386
133234.18+000921.6,203.14242808,0.15602208,QSO,3.657,VI,3.64507914,0,3.657,3.0,1.0,3.64027941,J133234.2+000921,203.14250199,0.15602237,2.18,1.49,0.151,0.0,0.0,109.7,0.26609059,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J133234.2+000919,203.14269666,1.04,0.15554215,0.83,4.812,0.645,4.14,0.335,28.849998,25.19,2.49,1.92,103.79,26.02,14.38,3.1,103.79,2.49,1.92,26.02,1.97987631,2,,,5845,1,1,0.64536446,,,2.26439346
020750.06+000407.7,31.95860254,0.06881032,QSO,3.01,VI,3.01139021,0,3.01,3.0,1.0,2.99784418,J020750.0+000408,31.9585103,0.06893967,1.12,2.06,0.104,7.72,2.15,87.6,0.57193543,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.38714717,,,
102043.82+000105.8,155.18258346,0.01829718,QSO,4.19,VI,4.14433813,0,4.19,3.0,1.0,4.19422177,J102043.7+000105,155.18243947,0.01824628,1.68,2.0,0.135,3.18,1.96,157.6,0.54977828,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J102043.7+000109,155.18231264,1.38,0.01939261,2.3,2.755,0.637,2.091,0.301,33.4,24.689999,5.49,3.12,11.97,22.51,22.150002,,11.97,5.49,3.12,22.51,4.0623071,1,,,NA,1,1,1.3334082,,,1.85224673
000252.72-000330.9,0.71970083,-0.0586067,QSO,3.679,VI,3.6787715,0,3.679,3.0,1.0,3.67976793,J000252.7-000331,0.71978114,-0.05861357,1.7,1.59,0.097,1.95,0.0,88.3,0.29020293,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.70384549,,,
123503.04-000331.7,188.76267155,-0.05881433,QSO,4.685,VI,4.70019627,0,4.685,3.0,1.0,4.67552768,J123503.0-000331,188.76266863,-0.05882057,18.27,18.35,0.153,0.69,0.0,57.5,0.02479379,1,,,NA,1,1,123503-000332,188.76257697,0.06,-0.05891501,1.0,18.1,0.7,27.1,18.5,0.49731586,6,0.1454,4.685,11862,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J123503.0-000331,188.76270263,0.67,-0.05867834,0.6,18.109,1.809,17.409,1.017,26.3,24.72,1.58,1.4,88.69,39.64,,,0.0,1.58,1.4,39.64,0.5021692,3,0.1454,4.685,5247,2,3,0.06013377,2.94208154,,0.82158189
095736.77-000426.8,149.40322917,-0.07411535,QSO,3.867,VI,3.86671734,0,3.867,3.0,1.0,3.87590545,J095736.7-000427,149.4029353,-0.07421168,14.38,15.68,0.149,2.37,0.72,52.4,1.113324,1,,,NA,1,1,095736-000427,149.4032853,0.07,-0.07427279,1.1,14.9,0.6,24.0,20.4,0.60170679,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J095736.6-000427,149.40276363,0.27,-0.07427801,0.25,21.062,0.843,19.617,0.464,26.67,25.19,0.65,0.58,82.89,17.65,9.21,3.1,82.89,0.65,0.58,17.65,1.77529468,1,,,NA,1,1,2.70020732,1.7330149,,6.21378081
113822.65-000819.8,174.59439342,-0.13883636,QSO,3.515,VI,3.51517582,0,3.515,3.0,1.0,3.52701628,J113822.6-000819,174.59453113,-0.13878307,67.28,70.09,0.153,1.42,0.94,36.4,0.53156924,1,,,NA,1,1,113822-000819,174.59436863,0.03,-0.13877474,0.6,81.6,2.5,16.4,15.9,0.23911499,2,,,10305,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J113822.6-000818,174.59427563,0.07,-0.13846296,0.08,55.147,0.677,54.196,0.386,25.51,24.95,0.18,0.18,168.18,12.78,,,0.0,0.18,0.18,12.78,1.4095329,1,,,NA,1,1,1.28924477,0.92940756,,11.05663216
015339.61-001104.9,28.41504858,-0.18471289,QSO,4.207,VI,4.20774841,0,4.207,3.0,1.0,4.15176485,J015339.6-001104,28.41502283,-0.18465793,4.47,4.3,0.107,0.59,0.0,136.3,0.21849516,1,,,NA,1,1,015339-001112,28.41545199,0.41,-0.18669404,6.8,2.6,0.4,59.4,54.4,7.27850571,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,J015339.7-001107,28.41542566,1.69,-0.18528759,2.04,4.912,1.183,3.807,0.572,31.27,25.79,5.11,3.56,151.08,34.97,18.78,6.32,151.08,5.11,3.56,34.97,2.47453319,1,,,NA,1,1,0.52992859,3.5975438,,1.29192516
